"ns","lu.from","lu.to","value"
"147089","Cropland","Pasture",0
"147090","Cropland","Pasture",0
"147091","Cropland","Pasture",0
"147092","Cropland","Pasture",0
"147093","Cropland","Pasture",0
"147094","Cropland","Pasture",0
"147095","Cropland","Pasture",0
"147096","Cropland","Pasture",0
"147097","Cropland","Pasture",0
"147098","Cropland","Pasture",0
"147099","Cropland","Pasture",0
"147101","Cropland","Pasture",0
"147102","Cropland","Pasture",0
"147103","Cropland","Pasture",0
"147104","Cropland","Pasture",0
"147105","Cropland","Pasture",0
"147106","Cropland","Pasture",0
"147107","Cropland","Pasture",0
"147108","Cropland","Pasture",0
"147109","Cropland","Pasture",0
"147110","Cropland","Pasture",0
"147111","Cropland","Pasture",0
"147112","Cropland","Pasture",0
"147113","Cropland","Pasture",0
"147114","Cropland","Pasture",0
"147120","Cropland","Pasture",0
"147121","Cropland","Pasture",0
"147122","Cropland","Pasture",0
"147123","Cropland","Pasture",0
"147124","Cropland","Pasture",0
"147125","Cropland","Pasture",0
"147126","Cropland","Pasture",0
"147130","Cropland","Pasture",0
"147131","Cropland","Pasture",0
"149661","Cropland","Pasture",0
"149662","Cropland","Pasture",0
"149663","Cropland","Pasture",0
"149711","Cropland","Pasture",0
"150947","Cropland","Pasture",0
"150948","Cropland","Pasture",0
"150950","Cropland","Pasture",0
"150951","Cropland","Pasture",1
"150952","Cropland","Pasture",0
"150954","Cropland","Pasture",1
"150955","Cropland","Pasture",1
"150956","Cropland","Pasture",0
"150957","Cropland","Pasture",0
"150958","Cropland","Pasture",0
"150959","Cropland","Pasture",0
"150960","Cropland","Pasture",0
"150961","Cropland","Pasture",0
"150962","Cropland","Pasture",0
"150963","Cropland","Pasture",0
"150964","Cropland","Pasture",1
"150965","Cropland","Pasture",1
"150966","Cropland","Pasture",0
"150967","Cropland","Pasture",0
"150968","Cropland","Pasture",0
"150969","Cropland","Pasture",1
"150970","Cropland","Pasture",0
"150975","Cropland","Pasture",0
"150980","Cropland","Pasture",0
"150981","Cropland","Pasture",0
"150984","Cropland","Pasture",1
"150988","Cropland","Pasture",0
"150989","Cropland","Pasture",0
"150990","Cropland","Pasture",0
"150991","Cropland","Pasture",0
"150992","Cropland","Pasture",0
"150993","Cropland","Pasture",0
"150994","Cropland","Pasture",0
"150995","Cropland","Pasture",0
"150996","Cropland","Pasture",0
"151006","Cropland","Pasture",0
"151985","Cropland","Pasture",0
"151989","Cropland","Pasture",0
"151990","Cropland","Pasture",0
"151991","Cropland","Pasture",1
"151992","Cropland","Pasture",0
"151993","Cropland","Pasture",0
"151994","Cropland","Pasture",0
"152002","Cropland","Pasture",0
"152005","Cropland","Pasture",0
"152006","Cropland","Pasture",0
"152007","Cropland","Pasture",0
"152008","Cropland","Pasture",0
"152009","Cropland","Pasture",0
"152013","Cropland","Pasture",0
"152014","Cropland","Pasture",0
"152015","Cropland","Pasture",0
"152016","Cropland","Pasture",0
"152017","Cropland","Pasture",0
"152019","Cropland","Pasture",1
"152020","Cropland","Pasture",0
"152027","Cropland","Pasture",0
"152028","Cropland","Pasture",0
"152029","Cropland","Pasture",0
"152030","Cropland","Pasture",0
"152031","Cropland","Pasture",0
"152032","Cropland","Pasture",1
"152033","Cropland","Pasture",1
"152034","Cropland","Pasture",0
"152035","Cropland","Pasture",0
"152036","Cropland","Pasture",0
"152037","Cropland","Pasture",0
"152038","Cropland","Pasture",0
"152039","Cropland","Pasture",1
"152040","Cropland","Pasture",1
"152041","Cropland","Pasture",0
"152042","Cropland","Pasture",1
"152050","Cropland","Pasture",0
"152051","Cropland","Pasture",0
"152052","Cropland","Pasture",0
"152053","Cropland","Pasture",0
"152054","Cropland","Pasture",0
"152055","Cropland","Pasture",0
"152056","Cropland","Pasture",0
"152057","Cropland","Pasture",0
"152058","Cropland","Pasture",0
"152059","Cropland","Pasture",0
"152060","Cropland","Pasture",0
"152061","Cropland","Pasture",0
"152062","Cropland","Pasture",0
"152064","Cropland","Pasture",0
"152065","Cropland","Pasture",0
"152066","Cropland","Pasture",0
"152067","Cropland","Pasture",0
"152068","Cropland","Pasture",0
"152069","Cropland","Pasture",0
"152070","Cropland","Pasture",0
"152071","Cropland","Pasture",0
"152072","Cropland","Pasture",0
"152073","Cropland","Pasture",0
"152074","Cropland","Pasture",0
"152077","Cropland","Pasture",0
"152078","Cropland","Pasture",0
"152079","Cropland","Pasture",0
"152080","Cropland","Pasture",0
"152081","Cropland","Pasture",0
"152082","Cropland","Pasture",0
"152083","Cropland","Pasture",0
"152084","Cropland","Pasture",0
"152085","Cropland","Pasture",0
"152086","Cropland","Pasture",0
"152087","Cropland","Pasture",1
"152090","Cropland","Pasture",0
"152091","Cropland","Pasture",0
"152092","Cropland","Pasture",0
"152093","Cropland","Pasture",0
"152094","Cropland","Pasture",0
"152097","Cropland","Pasture",0
"152098","Cropland","Pasture",0
"152099","Cropland","Pasture",0
"152100","Cropland","Pasture",0
"152101","Cropland","Pasture",0
"152102","Cropland","Pasture",0
"152103","Cropland","Pasture",0
"152104","Cropland","Pasture",0
"152106","Cropland","Pasture",0
"152107","Cropland","Pasture",0
"152108","Cropland","Pasture",0
"152109","Cropland","Pasture",0
"152110","Cropland","Pasture",0
"152111","Cropland","Pasture",0
"152112","Cropland","Pasture",0
"152115","Cropland","Pasture",0
"152116","Cropland","Pasture",0
"152117","Cropland","Pasture",0
"152118","Cropland","Pasture",0
"152119","Cropland","Pasture",0
"152120","Cropland","Pasture",0
"152121","Cropland","Pasture",0
"152127","Cropland","Pasture",0
"154807","Cropland","Pasture",0
"154808","Cropland","Pasture",0
"154879","Cropland","Pasture",0
"155876","Cropland","Pasture",0
"155877","Cropland","Pasture",0
"155878","Cropland","Pasture",0
"155879","Cropland","Pasture",0
"155881","Cropland","Pasture",0
"155882","Cropland","Pasture",0
"155883","Cropland","Pasture",0
"155886","Cropland","Pasture",1
"155887","Cropland","Pasture",0
"155888","Cropland","Pasture",0
"155889","Cropland","Pasture",1
"155890","Cropland","Pasture",0
"155891","Cropland","Pasture",0
"155892","Cropland","Pasture",1
"155893","Cropland","Pasture",0
"155894","Cropland","Pasture",0
"155895","Cropland","Pasture",0
"155896","Cropland","Pasture",0
"155897","Cropland","Pasture",0
"155898","Cropland","Pasture",0
"155899","Cropland","Pasture",0
"155900","Cropland","Pasture",1
"155902","Cropland","Pasture",0
"155903","Cropland","Pasture",0
"155915","Cropland","Pasture",0
"155916","Cropland","Pasture",0
"155918","Cropland","Pasture",0
"155922","Cropland","Pasture",0
"155923","Cropland","Pasture",0
"155924","Cropland","Pasture",0
"155925","Cropland","Pasture",0
"155926","Cropland","Pasture",0
"156408","Cropland","Pasture",0
"156409","Cropland","Pasture",0
"156412","Cropland","Pasture",0
"156413","Cropland","Pasture",1
"156414","Cropland","Pasture",0
"156418","Cropland","Pasture",0
"156419","Cropland","Pasture",0
"156420","Cropland","Pasture",0
"156421","Cropland","Pasture",0
"156427","Cropland","Pasture",0
"156428","Cropland","Pasture",1
"156429","Cropland","Pasture",0
"156430","Cropland","Pasture",1
"156431","Cropland","Pasture",0
"156432","Cropland","Pasture",0
"156440","Cropland","Pasture",0
"156441","Cropland","Pasture",1
"156442","Cropland","Pasture",0
"156443","Cropland","Pasture",0
"156447","Cropland","Pasture",0
"156448","Cropland","Pasture",0
"156449","Cropland","Pasture",0
"156450","Cropland","Pasture",0
"156451","Cropland","Pasture",0
"156454","Cropland","Pasture",0
"156455","Cropland","Pasture",0
"156456","Cropland","Pasture",1
"156461","Cropland","Pasture",0
"156466","Cropland","Pasture",0
"156472","Cropland","Pasture",0
"156473","Cropland","Pasture",0
"156474","Cropland","Pasture",0
"156475","Cropland","Pasture",0
"156476","Cropland","Pasture",0
"156477","Cropland","Pasture",0
"156478","Cropland","Pasture",0
"156479","Cropland","Pasture",0
"156483","Cropland","Pasture",0
"158007","Cropland","Pasture",0
"158399","Cropland","Pasture",0
"158400","Cropland","Pasture",0
"158401","Cropland","Pasture",0
"158402","Cropland","Pasture",0
"158403","Cropland","Pasture",0
"158404","Cropland","Pasture",0
"158406","Cropland","Pasture",0
"158407","Cropland","Pasture",0
"158408","Cropland","Pasture",0
"158415","Cropland","Pasture",0
"158422","Cropland","Pasture",0
"158753","Cropland","Pasture",0
"158781","Cropland","Pasture",0
"160700","Cropland","Pasture",0
"160701","Cropland","Pasture",0
"160702","Cropland","Pasture",0
"160703","Cropland","Pasture",0
"160732","Cropland","Pasture",0
"160742","Cropland","Pasture",0
"160744","Cropland","Pasture",0
"160745","Cropland","Pasture",0
"160746","Cropland","Pasture",0
"160747","Cropland","Pasture",0
"160748","Cropland","Pasture",0
"160749","Cropland","Pasture",0
"160775","Cropland","Pasture",0
"160777","Cropland","Pasture",0
"160779","Cropland","Pasture",0
"160780","Cropland","Pasture",0
"160782","Cropland","Pasture",0
"160784","Cropland","Pasture",0
"160785","Cropland","Pasture",0
"160786","Cropland","Pasture",0
"160788","Cropland","Pasture",0
"160790","Cropland","Pasture",0
"160794","Cropland","Pasture",0
"160797","Cropland","Pasture",0
"160799","Cropland","Pasture",0
"160834","Cropland","Pasture",0
"160835","Cropland","Pasture",0
"160836","Cropland","Pasture",0
"160837","Cropland","Pasture",0
"160838","Cropland","Pasture",0
"160839","Cropland","Pasture",0
"160840","Cropland","Pasture",0
"160841","Cropland","Pasture",0
"160842","Cropland","Pasture",0
"160843","Cropland","Pasture",0
"160844","Cropland","Pasture",0
"160881","Cropland","Pasture",0
"160883","Cropland","Pasture",0
"160884","Cropland","Pasture",0
"160885","Cropland","Pasture",0
"160886","Cropland","Pasture",0
"160887","Cropland","Pasture",1
"160888","Cropland","Pasture",0
"160889","Cropland","Pasture",1
"160890","Cropland","Pasture",0
"160927","Cropland","Pasture",0
"160928","Cropland","Pasture",0
"160929","Cropland","Pasture",0
"160930","Cropland","Pasture",0
"160931","Cropland","Pasture",0
"160932","Cropland","Pasture",0
"160933","Cropland","Pasture",0
"160934","Cropland","Pasture",0
"160954","Cropland","Pasture",0
"160955","Cropland","Pasture",0
"160956","Cropland","Pasture",0
"160958","Cropland","Pasture",0
"160973","Cropland","Pasture",0
"160974","Cropland","Pasture",0
"160975","Cropland","Pasture",0
"160977","Cropland","Pasture",0
"160991","Cropland","Pasture",0
"160992","Cropland","Pasture",0
"160993","Cropland","Pasture",0
"161011","Cropland","Pasture",0
"161012","Cropland","Pasture",1
"161013","Cropland","Pasture",0
"161015","Cropland","Pasture",0
"161032","Cropland","Pasture",0
"161033","Cropland","Pasture",0
"161035","Cropland","Pasture",0
"161050","Cropland","Pasture",0
"161051","Cropland","Pasture",0
"161052","Cropland","Pasture",0
"161068","Cropland","Pasture",0
"161069","Cropland","Pasture",0
"161070","Cropland","Pasture",0
"161071","Cropland","Pasture",0
"161072","Cropland","Pasture",0
"161073","Cropland","Pasture",0
"161075","Cropland","Pasture",1
"161092","Cropland","Pasture",0
"161093","Cropland","Pasture",0
"161094","Cropland","Pasture",0
"161095","Cropland","Pasture",0
"161096","Cropland","Pasture",0
"161112","Cropland","Pasture",0
"161113","Cropland","Pasture",0
"161114","Cropland","Pasture",0
"161115","Cropland","Pasture",0
"161116","Cropland","Pasture",0
"161117","Cropland","Pasture",0
"161118","Cropland","Pasture",0
"161129","Cropland","Pasture",0
"161130","Cropland","Pasture",0
"161131","Cropland","Pasture",0
"161132","Cropland","Pasture",0
"161133","Cropland","Pasture",0
"161134","Cropland","Pasture",0
"161147","Cropland","Pasture",0
"161149","Cropland","Pasture",0
"161150","Cropland","Pasture",0
"161151","Cropland","Pasture",0
"161152","Cropland","Pasture",0
"161153","Cropland","Pasture",0
"161154","Cropland","Pasture",0
"161155","Cropland","Pasture",0
"161156","Cropland","Pasture",0
"161157","Cropland","Pasture",0
"161158","Cropland","Pasture",0
"161159","Cropland","Pasture",0
"161176","Cropland","Pasture",0
"161178","Cropland","Pasture",0
"161179","Cropland","Pasture",0
"161180","Cropland","Pasture",0
"161181","Cropland","Pasture",0
"161182","Cropland","Pasture",0
"161202","Cropland","Pasture",0
"169513","Cropland","Pasture",0
"169656","Cropland","Pasture",0
"171974","Cropland","Pasture",0
"171976","Cropland","Pasture",0
"171977","Cropland","Pasture",0
"171978","Cropland","Pasture",0
"171991","Cropland","Pasture",0
"171993","Cropland","Pasture",0
"171994","Cropland","Pasture",0
"171995","Cropland","Pasture",0
"172004","Cropland","Pasture",0
"172006","Cropland","Pasture",0
"172008","Cropland","Pasture",0
"172010","Cropland","Pasture",0
"172011","Cropland","Pasture",0
"172012","Cropland","Pasture",0
"172014","Cropland","Pasture",0
"172016","Cropland","Pasture",0
"172020","Cropland","Pasture",0
"172024","Cropland","Pasture",0
"172027","Cropland","Pasture",0
"172028","Cropland","Pasture",0
"172035","Cropland","Pasture",0
"172038","Cropland","Pasture",0
"172039","Cropland","Pasture",0
"172040","Cropland","Pasture",0
"172043","Cropland","Pasture",0
"172045","Cropland","Pasture",0
"172048","Cropland","Pasture",0
"172053","Cropland","Pasture",0
"172054","Cropland","Pasture",0
"172055","Cropland","Pasture",0
"172060","Cropland","Pasture",0
"172061","Cropland","Pasture",0
"172062","Cropland","Pasture",0
"172063","Cropland","Pasture",0
"172064","Cropland","Pasture",0
"172065","Cropland","Pasture",0
"172066","Cropland","Pasture",0
"172080","Cropland","Pasture",0
"172082","Cropland","Pasture",0
"172084","Cropland","Pasture",0
"172085","Cropland","Pasture",0
"172102","Cropland","Pasture",0
"172127","Cropland","Pasture",0
"173007","Cropland","Pasture",0
"173013","Cropland","Pasture",0
"173369","Cropland","Pasture",0
"173370","Cropland","Pasture",0
"173371","Cropland","Pasture",0
"173372","Cropland","Pasture",0
"173534","Cropland","Pasture",0
"173535","Cropland","Pasture",0
"173536","Cropland","Pasture",0
"173537","Cropland","Pasture",0
"176094","Cropland","Pasture",0
"176098","Cropland","Pasture",0
"176099","Cropland","Pasture",0
"176101","Cropland","Pasture",0
"176103","Cropland","Pasture",0
"176104","Cropland","Pasture",1
"176105","Cropland","Pasture",0
"176106","Cropland","Pasture",0
"176107","Cropland","Pasture",0
"176108","Cropland","Pasture",0
"176113","Cropland","Pasture",0
"176114","Cropland","Pasture",0
"176116","Cropland","Pasture",0
"176117","Cropland","Pasture",0
"176118","Cropland","Pasture",0
"176119","Cropland","Pasture",0
"176120","Cropland","Pasture",0
"176121","Cropland","Pasture",0
"176122","Cropland","Pasture",0
"176123","Cropland","Pasture",1
"176124","Cropland","Pasture",0
"176125","Cropland","Pasture",0
"176127","Cropland","Pasture",0
"176128","Cropland","Pasture",0
"176129","Cropland","Pasture",0
"176130","Cropland","Pasture",0
"176131","Cropland","Pasture",0
"176132","Cropland","Pasture",0
"176133","Cropland","Pasture",0
"176134","Cropland","Pasture",0
"176151","Cropland","Pasture",0
"176152","Cropland","Pasture",0
"176153","Cropland","Pasture",0
"176154","Cropland","Pasture",0
"176155","Cropland","Pasture",0
"176156","Cropland","Pasture",0
"176157","Cropland","Pasture",0
"176158","Cropland","Pasture",0
"176159","Cropland","Pasture",0
"176160","Cropland","Pasture",0
"176178","Cropland","Pasture",1
"176179","Cropland","Pasture",0
"176180","Cropland","Pasture",0
"176181","Cropland","Pasture",0
"176182","Cropland","Pasture",0
"176183","Cropland","Pasture",0
"176184","Cropland","Pasture",0
"176185","Cropland","Pasture",0
"176186","Cropland","Pasture",0
"176187","Cropland","Pasture",0
"176188","Cropland","Pasture",0
"176189","Cropland","Pasture",1
"176190","Cropland","Pasture",0
"176191","Cropland","Pasture",0
"176192","Cropland","Pasture",0
"176193","Cropland","Pasture",1
"176194","Cropland","Pasture",0
"176206","Cropland","Pasture",0
"176207","Cropland","Pasture",0
"176208","Cropland","Pasture",0
"176209","Cropland","Pasture",0
"176210","Cropland","Pasture",0
"176211","Cropland","Pasture",0
"176212","Cropland","Pasture",0
"176213","Cropland","Pasture",0
"176214","Cropland","Pasture",0
"176215","Cropland","Pasture",0
"176216","Cropland","Pasture",0
"176217","Cropland","Pasture",0
"176218","Cropland","Pasture",0
"176219","Cropland","Pasture",0
"176220","Cropland","Pasture",0
"176221","Cropland","Pasture",0
"176222","Cropland","Pasture",0
"176223","Cropland","Pasture",0
"176224","Cropland","Pasture",1
"176225","Cropland","Pasture",0
"176226","Cropland","Pasture",0
"176227","Cropland","Pasture",0
"176232","Cropland","Pasture",1
"176233","Cropland","Pasture",0
"176234","Cropland","Pasture",0
"176235","Cropland","Pasture",0
"176236","Cropland","Pasture",0
"176237","Cropland","Pasture",0
"176238","Cropland","Pasture",0
"176239","Cropland","Pasture",0
"176240","Cropland","Pasture",0
"176241","Cropland","Pasture",0
"176242","Cropland","Pasture",0
"176243","Cropland","Pasture",0
"176244","Cropland","Pasture",0
"176245","Cropland","Pasture",0
"176246","Cropland","Pasture",0
"176247","Cropland","Pasture",0
"176248","Cropland","Pasture",0
"176249","Cropland","Pasture",1
"176250","Cropland","Pasture",0
"176251","Cropland","Pasture",0
"176252","Cropland","Pasture",0
"176256","Cropland","Pasture",0
"176257","Cropland","Pasture",0
"176258","Cropland","Pasture",0
"176259","Cropland","Pasture",0
"176260","Cropland","Pasture",0
