"ns","lu.from","lu.to","value"
"13998","Plantations","Cropland",0
"13999","Plantations","Cropland",0
"14000","Plantations","Cropland",0
"14001","Plantations","Cropland",0
"14002","Plantations","Cropland",0
"14003","Plantations","Cropland",0
"14040","Plantations","Cropland",0
"14042","Plantations","Cropland",0
"14043","Plantations","Cropland",0
"14044","Plantations","Cropland",0
"14045","Plantations","Cropland",0
"14046","Plantations","Cropland",0
"14047","Plantations","Cropland",0
"14048","Plantations","Cropland",0
"14087","Plantations","Cropland",0
"14089","Plantations","Cropland",0
"14091","Plantations","Cropland",0
"14092","Plantations","Cropland",0
"14125","Plantations","Cropland",0
"39002","Plantations","Cropland",1
"39004","Plantations","Cropland",1
"39057","Plantations","Cropland",1
"39058","Plantations","Cropland",1
"39111","Plantations","Cropland",1
"39561","Plantations","Cropland",0
"39562","Plantations","Cropland",0
"39563","Plantations","Cropland",0
"39611","Plantations","Cropland",0
"39612","Plantations","Cropland",0
"39613","Plantations","Cropland",0
"39614","Plantations","Cropland",0
"39615","Plantations","Cropland",0
"39616","Plantations","Cropland",0
"39617","Plantations","Cropland",0
"39668","Plantations","Cropland",0
"39669","Plantations","Cropland",0
"39670","Plantations","Cropland",0
"39671","Plantations","Cropland",0
"39672","Plantations","Cropland",0
"39673","Plantations","Cropland",0
"39674","Plantations","Cropland",0
"39727","Plantations","Cropland",0
"39728","Plantations","Cropland",0
"39729","Plantations","Cropland",0
"39730","Plantations","Cropland",0
"39731","Plantations","Cropland",0
"39732","Plantations","Cropland",0
"39733","Plantations","Cropland",0
"39734","Plantations","Cropland",0
"39735","Plantations","Cropland",0
"39736","Plantations","Cropland",0
"39737","Plantations","Cropland",0
"39789","Plantations","Cropland",0
"39790","Plantations","Cropland",0
"39791","Plantations","Cropland",0
"39792","Plantations","Cropland",0
"39793","Plantations","Cropland",0
"39794","Plantations","Cropland",0
"39795","Plantations","Cropland",0
"39796","Plantations","Cropland",0
"39797","Plantations","Cropland",0
"39798","Plantations","Cropland",0
"39799","Plantations","Cropland",0
"39800","Plantations","Cropland",0
"39801","Plantations","Cropland",0
"39802","Plantations","Cropland",0
"39851","Plantations","Cropland",0
"39852","Plantations","Cropland",0
"39853","Plantations","Cropland",0
"39854","Plantations","Cropland",0
"39855","Plantations","Cropland",0
"39856","Plantations","Cropland",0
"39857","Plantations","Cropland",0
"39858","Plantations","Cropland",0
"39859","Plantations","Cropland",0
"39860","Plantations","Cropland",0
"39861","Plantations","Cropland",0
"39862","Plantations","Cropland",0
"39863","Plantations","Cropland",0
"39864","Plantations","Cropland",0
"39865","Plantations","Cropland",0
"39866","Plantations","Cropland",0
"39918","Plantations","Cropland",0
"39919","Plantations","Cropland",0
"39920","Plantations","Cropland",0
"39921","Plantations","Cropland",0
"39922","Plantations","Cropland",0
"39923","Plantations","Cropland",0
"39924","Plantations","Cropland",0
"39925","Plantations","Cropland",0
"39926","Plantations","Cropland",0
"39927","Plantations","Cropland",0
"39928","Plantations","Cropland",0
"39929","Plantations","Cropland",0
"39930","Plantations","Cropland",0
"39931","Plantations","Cropland",0
"39932","Plantations","Cropland",0
"39933","Plantations","Cropland",0
"39934","Plantations","Cropland",0
"39935","Plantations","Cropland",0
"39936","Plantations","Cropland",0
"39981","Plantations","Cropland",0
"39982","Plantations","Cropland",0
"39983","Plantations","Cropland",0
"39984","Plantations","Cropland",0
"39985","Plantations","Cropland",0
"39986","Plantations","Cropland",0
"39987","Plantations","Cropland",0
"39988","Plantations","Cropland",0
"39989","Plantations","Cropland",0
"39990","Plantations","Cropland",0
"39991","Plantations","Cropland",0
"39992","Plantations","Cropland",0
"39993","Plantations","Cropland",0
"39994","Plantations","Cropland",0
"39995","Plantations","Cropland",0
"39996","Plantations","Cropland",0
"39997","Plantations","Cropland",0
"39998","Plantations","Cropland",0
"39999","Plantations","Cropland",0
"40000","Plantations","Cropland",0
"40001","Plantations","Cropland",0
"40047","Plantations","Cropland",1
"40048","Plantations","Cropland",0
"40049","Plantations","Cropland",0
"40050","Plantations","Cropland",0
"40051","Plantations","Cropland",0
"40052","Plantations","Cropland",0
"40053","Plantations","Cropland",0
"40054","Plantations","Cropland",0
"40055","Plantations","Cropland",0
"40056","Plantations","Cropland",0
"40057","Plantations","Cropland",0
"40058","Plantations","Cropland",0
"40059","Plantations","Cropland",0
"40060","Plantations","Cropland",0
"40061","Plantations","Cropland",0
"40062","Plantations","Cropland",0
"40063","Plantations","Cropland",0
"40064","Plantations","Cropland",0
"40065","Plantations","Cropland",0
"40066","Plantations","Cropland",0
"40121","Plantations","Cropland",0
"40123","Plantations","Cropland",0
"40124","Plantations","Cropland",0
"40125","Plantations","Cropland",0
"40126","Plantations","Cropland",0
"40127","Plantations","Cropland",0
"40128","Plantations","Cropland",0
"40129","Plantations","Cropland",0
"40130","Plantations","Cropland",0
"40131","Plantations","Cropland",0
"40133","Plantations","Cropland",0
"40135","Plantations","Cropland",0
"40137","Plantations","Cropland",0
"40141","Plantations","Cropland",0
"40142","Plantations","Cropland",0
"40143","Plantations","Cropland",0
"40144","Plantations","Cropland",0
"40145","Plantations","Cropland",0
"40207","Plantations","Cropland",0
"40209","Plantations","Cropland",0
"40210","Plantations","Cropland",0
"40211","Plantations","Cropland",0
"40212","Plantations","Cropland",0
"40213","Plantations","Cropland",0
"40216","Plantations","Cropland",0
"40225","Plantations","Cropland",0
"40226","Plantations","Cropland",0
"40227","Plantations","Cropland",0
"40228","Plantations","Cropland",0
"40229","Plantations","Cropland",0
"40293","Plantations","Cropland",0
"40294","Plantations","Cropland",0
"40295","Plantations","Cropland",0
"40296","Plantations","Cropland",0
"40308","Plantations","Cropland",0
"40364","Plantations","Cropland",0
"40365","Plantations","Cropland",0
"40367","Plantations","Cropland",0
"40438","Plantations","Cropland",0
"40439","Plantations","Cropland",0
"40440","Plantations","Cropland",0
"40442","Plantations","Cropland",0
"40511","Plantations","Cropland",0
"40513","Plantations","Cropland",0
"40514","Plantations","Cropland",0
"40576","Plantations","Cropland",0
"40578","Plantations","Cropland",0
"40579","Plantations","Cropland",0
"40581","Plantations","Cropland",0
"40644","Plantations","Cropland",0
"40647","Plantations","Cropland",0
"40649","Plantations","Cropland",0
"40651","Plantations","Cropland",0
"40652","Plantations","Cropland",0
"40715","Plantations","Cropland",0
"40717","Plantations","Cropland",0
"47302","Plantations","Cropland",1
"47303","Plantations","Cropland",1
"47320","Plantations","Cropland",1
"47321","Plantations","Cropland",1
"47350","Plantations","Cropland",1
"47353","Plantations","Cropland",1
"47370","Plantations","Cropland",1
"47384","Plantations","Cropland",1
"47405","Plantations","Cropland",1
"47429","Plantations","Cropland",1
"47430","Plantations","Cropland",1
"47431","Plantations","Cropland",1
"47454","Plantations","Cropland",1
"47455","Plantations","Cropland",1
"47456","Plantations","Cropland",1
"47476","Plantations","Cropland",1
"47477","Plantations","Cropland",1
"47478","Plantations","Cropland",1
"47480","Plantations","Cropland",1
"47482","Plantations","Cropland",1
"47485","Plantations","Cropland",1
"47498","Plantations","Cropland",0
"47499","Plantations","Cropland",1
"47500","Plantations","Cropland",1
"47501","Plantations","Cropland",1
"47502","Plantations","Cropland",1
"47503","Plantations","Cropland",1
"47504","Plantations","Cropland",1
"47519","Plantations","Cropland",1
"47520","Plantations","Cropland",1
"47521","Plantations","Cropland",1
"47522","Plantations","Cropland",1
"47523","Plantations","Cropland",1
"47532","Plantations","Cropland",1
"47533","Plantations","Cropland",1
"47534","Plantations","Cropland",1
"47541","Plantations","Cropland",1
"47542","Plantations","Cropland",1
"47550","Plantations","Cropland",1
"47556","Plantations","Cropland",1
"47587","Plantations","Cropland",1
"47607","Plantations","Cropland",0
"47615","Plantations","Cropland",1
"47621","Plantations","Cropland",0
"47626","Plantations","Cropland",0
"47627","Plantations","Cropland",1
"47635","Plantations","Cropland",0
"47642","Plantations","Cropland",0
"47643","Plantations","Cropland",0
"47649","Plantations","Cropland",0
"47650","Plantations","Cropland",0
"47655","Plantations","Cropland",0
"47659","Plantations","Cropland",0
"51884","Plantations","Cropland",1
"51890","Plantations","Cropland",1
"51898","Plantations","Cropland",1
"51902","Plantations","Cropland",1
"51909","Plantations","Cropland",1
"51914","Plantations","Cropland",1
"52855","Plantations","Cropland",1
"52872","Plantations","Cropland",1
"52884","Plantations","Cropland",1
"52896","Plantations","Cropland",1
"52897","Plantations","Cropland",1
"52898","Plantations","Cropland",1
"52900","Plantations","Cropland",1
"52902","Plantations","Cropland",1
"52903","Plantations","Cropland",1
"55676","Plantations","Cropland",0
"55703","Plantations","Cropland",0
"55705","Plantations","Cropland",0
"55706","Plantations","Cropland",0
"55731","Plantations","Cropland",0
"55733","Plantations","Cropland",0
"55735","Plantations","Cropland",0
"55736","Plantations","Cropland",0
"55764","Plantations","Cropland",0
"55765","Plantations","Cropland",0
"55766","Plantations","Cropland",0
"56899","Plantations","Cropland",1
"56922","Plantations","Cropland",0
"56928","Plantations","Cropland",0
"57215","Plantations","Cropland",1
"57219","Plantations","Cropland",1
"57229","Plantations","Cropland",1
"57881","Plantations","Cropland",1
"57889","Plantations","Cropland",1
"57890","Plantations","Cropland",1
"57892","Plantations","Cropland",1
"57896","Plantations","Cropland",1
"60440","Plantations","Cropland",0
"60459","Plantations","Cropland",0
"60460","Plantations","Cropland",0
"60484","Plantations","Cropland",0
"60485","Plantations","Cropland",0
"60486","Plantations","Cropland",0
"60507","Plantations","Cropland",0
"60508","Plantations","Cropland",1
"61535","Plantations","Cropland",1
"61538","Plantations","Cropland",0
"61540","Plantations","Cropland",1
"61542","Plantations","Cropland",1
"61965","Plantations","Cropland",1
"61972","Plantations","Cropland",1
"63002","Plantations","Cropland",0
"63023","Plantations","Cropland",0
"63024","Plantations","Cropland",0
"63035","Plantations","Cropland",0
"63616","Plantations","Cropland",1
"63636","Plantations","Cropland",1
"63643","Plantations","Cropland",1
"65120","Plantations","Cropland",1
"65195","Plantations","Cropland",0
"65197","Plantations","Cropland",1
"65313","Plantations","Cropland",1
"70262","Plantations","Cropland",0
"70284","Plantations","Cropland",0
"70285","Plantations","Cropland",0
"72214","Plantations","Cropland",1
"72215","Plantations","Cropland",1
"72227","Plantations","Cropland",1
"72228","Plantations","Cropland",1
"72271","Plantations","Cropland",1
"72275","Plantations","Cropland",1
"72279","Plantations","Cropland",1
"72282","Plantations","Cropland",1
"72285","Plantations","Cropland",0
"72286","Plantations","Cropland",1
"72288","Plantations","Cropland",0
"72289","Plantations","Cropland",1
"72295","Plantations","Cropland",1
"72300","Plantations","Cropland",1
"72885","Plantations","Cropland",0
"72886","Plantations","Cropland",1
"73782","Plantations","Cropland",1
"73954","Plantations","Cropland",1
"73965","Plantations","Cropland",1
"73966","Plantations","Cropland",1
"73979","Plantations","Cropland",1
"73980","Plantations","Cropland",0
"73997","Plantations","Cropland",0
"74009","Plantations","Cropland",1
"81023","Plantations","Cropland",1
"81024","Plantations","Cropland",1
"81025","Plantations","Cropland",1
"81054","Plantations","Cropland",1
"81055","Plantations","Cropland",1
"81056","Plantations","Cropland",1
"81057","Plantations","Cropland",1
"81058","Plantations","Cropland",1
"81059","Plantations","Cropland",1
"81060","Plantations","Cropland",1
"81061","Plantations","Cropland",1
"81088","Plantations","Cropland",0
"81089","Plantations","Cropland",0
"81090","Plantations","Cropland",0
"81092","Plantations","Cropland",1
"81094","Plantations","Cropland",1
"81095","Plantations","Cropland",0
"81096","Plantations","Cropland",1
"81097","Plantations","Cropland",1
"81098","Plantations","Cropland",1
"81099","Plantations","Cropland",1
"81100","Plantations","Cropland",1
"81101","Plantations","Cropland",1
"81102","Plantations","Cropland",1
"81127","Plantations","Cropland",0
"81128","Plantations","Cropland",0
"81129","Plantations","Cropland",1
"81130","Plantations","Cropland",1
"81131","Plantations","Cropland",1
"81132","Plantations","Cropland",1
"81133","Plantations","Cropland",1
"81134","Plantations","Cropland",1
"81135","Plantations","Cropland",1
"81136","Plantations","Cropland",1
"81137","Plantations","Cropland",1
"81138","Plantations","Cropland",1
"81139","Plantations","Cropland",1
"81172","Plantations","Cropland",1
"81173","Plantations","Cropland",1
"81174","Plantations","Cropland",1
"81175","Plantations","Cropland",1
"81176","Plantations","Cropland",1
"81177","Plantations","Cropland",1
"81178","Plantations","Cropland",0
"81179","Plantations","Cropland",1
"81180","Plantations","Cropland",1
"81181","Plantations","Cropland",1
"81182","Plantations","Cropland",1
"81183","Plantations","Cropland",1
"81184","Plantations","Cropland",1
"81185","Plantations","Cropland",1
"81215","Plantations","Cropland",1
"81216","Plantations","Cropland",1
"81217","Plantations","Cropland",1
"81218","Plantations","Cropland",1
"81219","Plantations","Cropland",1
"81220","Plantations","Cropland",1
"81221","Plantations","Cropland",1
"81222","Plantations","Cropland",1
"81223","Plantations","Cropland",1
"81224","Plantations","Cropland",1
"81225","Plantations","Cropland",1
"81226","Plantations","Cropland",0
"81227","Plantations","Cropland",1
"81228","Plantations","Cropland",1
"81229","Plantations","Cropland",1
"81230","Plantations","Cropland",1
"81252","Plantations","Cropland",1
"81253","Plantations","Cropland",1
"81254","Plantations","Cropland",1
"81255","Plantations","Cropland",1
"81256","Plantations","Cropland",1
"81257","Plantations","Cropland",1
"81259","Plantations","Cropland",1
"81260","Plantations","Cropland",1
"81261","Plantations","Cropland",1
"81262","Plantations","Cropland",1
"81263","Plantations","Cropland",1
"81264","Plantations","Cropland",1
"81265","Plantations","Cropland",1
"81266","Plantations","Cropland",1
"81267","Plantations","Cropland",1
"81268","Plantations","Cropland",1
"81291","Plantations","Cropland",1
"81292","Plantations","Cropland",1
"81293","Plantations","Cropland",0
"81294","Plantations","Cropland",1
"81295","Plantations","Cropland",0
"81296","Plantations","Cropland",1
"81297","Plantations","Cropland",1
"81298","Plantations","Cropland",1
"81300","Plantations","Cropland",1
"81301","Plantations","Cropland",1
"81302","Plantations","Cropland",1
"81303","Plantations","Cropland",1
"81304","Plantations","Cropland",1
"81305","Plantations","Cropland",1
"81306","Plantations","Cropland",1
"81307","Plantations","Cropland",1
"81309","Plantations","Cropland",1
"81332","Plantations","Cropland",0
"81333","Plantations","Cropland",0
"81334","Plantations","Cropland",1
"81335","Plantations","Cropland",1
"81336","Plantations","Cropland",1
"81337","Plantations","Cropland",1
"81338","Plantations","Cropland",1
"81339","Plantations","Cropland",1
"81340","Plantations","Cropland",1
"81341","Plantations","Cropland",1
"81342","Plantations","Cropland",1
"81344","Plantations","Cropland",1
"81345","Plantations","Cropland",1
"81346","Plantations","Cropland",1
"81347","Plantations","Cropland",1
"81348","Plantations","Cropland",1
"81349","Plantations","Cropland",1
"81350","Plantations","Cropland",1
"81351","Plantations","Cropland",1
"81352","Plantations","Cropland",1
"81353","Plantations","Cropland",1
"81355","Plantations","Cropland",1
"81378","Plantations","Cropland",0
"81379","Plantations","Cropland",0
"81380","Plantations","Cropland",0
"81381","Plantations","Cropland",0
"81382","Plantations","Cropland",0
"81383","Plantations","Cropland",1
"81384","Plantations","Cropland",1
"81385","Plantations","Cropland",0
"81386","Plantations","Cropland",1
"81387","Plantations","Cropland",1
"81388","Plantations","Cropland",1
"81389","Plantations","Cropland",1
"81390","Plantations","Cropland",0
"81391","Plantations","Cropland",1
"81393","Plantations","Cropland",1
"81394","Plantations","Cropland",1
"81395","Plantations","Cropland",1
"81396","Plantations","Cropland",1
"81398","Plantations","Cropland",1
"81399","Plantations","Cropland",1
"81400","Plantations","Cropland",1
"81401","Plantations","Cropland",1
"81402","Plantations","Cropland",1
"81403","Plantations","Cropland",0
"81404","Plantations","Cropland",1
"81405","Plantations","Cropland",1
"81434","Plantations","Cropland",1
"81435","Plantations","Cropland",1
"81436","Plantations","Cropland",1
"81437","Plantations","Cropland",1
"81438","Plantations","Cropland",0
"81439","Plantations","Cropland",1
"81440","Plantations","Cropland",1
"81442","Plantations","Cropland",0
"81443","Plantations","Cropland",0
"81444","Plantations","Cropland",1
"81445","Plantations","Cropland",1
"81446","Plantations","Cropland",1
"81447","Plantations","Cropland",1
"81448","Plantations","Cropland",0
"81449","Plantations","Cropland",1
"81450","Plantations","Cropland",0
"81451","Plantations","Cropland",0
"81452","Plantations","Cropland",1
"81453","Plantations","Cropland",1
"81454","Plantations","Cropland",1
"81455","Plantations","Cropland",1
"81456","Plantations","Cropland",1
"81457","Plantations","Cropland",1
"81458","Plantations","Cropland",1
"81459","Plantations","Cropland",1
"81460","Plantations","Cropland",1
"81461","Plantations","Cropland",1
"81462","Plantations","Cropland",1
"81463","Plantations","Cropland",1
"81464","Plantations","Cropland",1
"81486","Plantations","Cropland",1
"81487","Plantations","Cropland",1
"81488","Plantations","Cropland",1
"81489","Plantations","Cropland",1
"81490","Plantations","Cropland",1
"81491","Plantations","Cropland",1
"81492","Plantations","Cropland",1
"81493","Plantations","Cropland",1
"81494","Plantations","Cropland",1
"81495","Plantations","Cropland",1
"81497","Plantations","Cropland",1
"81498","Plantations","Cropland",1
"81499","Plantations","Cropland",1
"81500","Plantations","Cropland",1
"81501","Plantations","Cropland",1
"81502","Plantations","Cropland",1
"81503","Plantations","Cropland",1
"81504","Plantations","Cropland",1
"81505","Plantations","Cropland",0
"81506","Plantations","Cropland",1
"81508","Plantations","Cropland",1
"81509","Plantations","Cropland",1
"81510","Plantations","Cropland",1
"81511","Plantations","Cropland",1
"81512","Plantations","Cropland",1
"81513","Plantations","Cropland",1
"81514","Plantations","Cropland",1
"81515","Plantations","Cropland",1
"81517","Plantations","Cropland",1
"81518","Plantations","Cropland",1
"81519","Plantations","Cropland",1
"81537","Plantations","Cropland",1
"81538","Plantations","Cropland",0
"81539","Plantations","Cropland",0
"81540","Plantations","Cropland",0
"81541","Plantations","Cropland",1
"81542","Plantations","Cropland",1
"81543","Plantations","Cropland",1
"81544","Plantations","Cropland",1
"81545","Plantations","Cropland",1
"81546","Plantations","Cropland",1
"81547","Plantations","Cropland",1
"81548","Plantations","Cropland",1
"81549","Plantations","Cropland",1
"81550","Plantations","Cropland",1
"81551","Plantations","Cropland",1
"81552","Plantations","Cropland",1
"81553","Plantations","Cropland",1
"81554","Plantations","Cropland",1
"81555","Plantations","Cropland",1
"81556","Plantations","Cropland",1
"81558","Plantations","Cropland",1
"81559","Plantations","Cropland",1
"81560","Plantations","Cropland",1
"81561","Plantations","Cropland",1
"81562","Plantations","Cropland",1
"81563","Plantations","Cropland",1
"81564","Plantations","Cropland",1
"81566","Plantations","Cropland",1
"81582","Plantations","Cropland",0
"81583","Plantations","Cropland",1
"81584","Plantations","Cropland",1
"81585","Plantations","Cropland",0
"81586","Plantations","Cropland",0
"81587","Plantations","Cropland",1
"81588","Plantations","Cropland",1
"81589","Plantations","Cropland",1
"81590","Plantations","Cropland",1
"81591","Plantations","Cropland",1
"81592","Plantations","Cropland",0
"81593","Plantations","Cropland",0
"81594","Plantations","Cropland",0
"81595","Plantations","Cropland",1
"81596","Plantations","Cropland",1
"81597","Plantations","Cropland",1
"81598","Plantations","Cropland",1
"81600","Plantations","Cropland",1
"81601","Plantations","Cropland",1
"81602","Plantations","Cropland",1
"81603","Plantations","Cropland",1
"81604","Plantations","Cropland",1
"81605","Plantations","Cropland",1
"81606","Plantations","Cropland",1
"81607","Plantations","Cropland",1
"81625","Plantations","Cropland",0
"81626","Plantations","Cropland",0
"81627","Plantations","Cropland",0
"81628","Plantations","Cropland",0
"81629","Plantations","Cropland",1
"81630","Plantations","Cropland",1
"81631","Plantations","Cropland",1
"81632","Plantations","Cropland",1
"81633","Plantations","Cropland",0
"81634","Plantations","Cropland",0
"81635","Plantations","Cropland",0
"81636","Plantations","Cropland",0
"81637","Plantations","Cropland",0
"81639","Plantations","Cropland",1
"81640","Plantations","Cropland",1
"81641","Plantations","Cropland",1
"81642","Plantations","Cropland",1
"81643","Plantations","Cropland",1
"81644","Plantations","Cropland",1
"81645","Plantations","Cropland",1
"81646","Plantations","Cropland",1
"81648","Plantations","Cropland",1
"81649","Plantations","Cropland",1
"81650","Plantations","Cropland",1
"81651","Plantations","Cropland",1
"81652","Plantations","Cropland",1
"81653","Plantations","Cropland",1
"81666","Plantations","Cropland",0
"81667","Plantations","Cropland",0
"81668","Plantations","Cropland",0
"81669","Plantations","Cropland",0
"81670","Plantations","Cropland",0
"81671","Plantations","Cropland",1
"81672","Plantations","Cropland",0
"81673","Plantations","Cropland",0
"81674","Plantations","Cropland",0
"81675","Plantations","Cropland",0
"81676","Plantations","Cropland",0
"81677","Plantations","Cropland",0
"81678","Plantations","Cropland",0
"81679","Plantations","Cropland",0
"81680","Plantations","Cropland",0
"81681","Plantations","Cropland",0
"81682","Plantations","Cropland",1
"81683","Plantations","Cropland",0
"81684","Plantations","Cropland",1
"81685","Plantations","Cropland",1
"81686","Plantations","Cropland",1
"81707","Plantations","Cropland",1
"81708","Plantations","Cropland",0
"81709","Plantations","Cropland",0
"81710","Plantations","Cropland",0
"81711","Plantations","Cropland",0
"81712","Plantations","Cropland",0
"81713","Plantations","Cropland",0
"81714","Plantations","Cropland",0
"81715","Plantations","Cropland",0
"81716","Plantations","Cropland",0
"81717","Plantations","Cropland",0
"81718","Plantations","Cropland",1
"81719","Plantations","Cropland",0
"81720","Plantations","Cropland",0
"81721","Plantations","Cropland",0
"81722","Plantations","Cropland",0
"81723","Plantations","Cropland",0
"81724","Plantations","Cropland",0
"81725","Plantations","Cropland",0
"81726","Plantations","Cropland",1
"81727","Plantations","Cropland",0
"81728","Plantations","Cropland",1
"81749","Plantations","Cropland",0
"81751","Plantations","Cropland",0
"81752","Plantations","Cropland",0
"81753","Plantations","Cropland",0
"81754","Plantations","Cropland",0
"81755","Plantations","Cropland",0
"81756","Plantations","Cropland",0
"81757","Plantations","Cropland",0
"81758","Plantations","Cropland",0
"81759","Plantations","Cropland",1
"81760","Plantations","Cropland",0
"81761","Plantations","Cropland",0
"81762","Plantations","Cropland",0
"81763","Plantations","Cropland",0
"81764","Plantations","Cropland",0
"81765","Plantations","Cropland",0
"81766","Plantations","Cropland",0
"81767","Plantations","Cropland",0
"81768","Plantations","Cropland",0
"81791","Plantations","Cropland",0
"81792","Plantations","Cropland",0
"81793","Plantations","Cropland",0
"81794","Plantations","Cropland",1
"81795","Plantations","Cropland",0
"81796","Plantations","Cropland",0
"81797","Plantations","Cropland",0
"81798","Plantations","Cropland",0
"81799","Plantations","Cropland",0
"81800","Plantations","Cropland",0
"81801","Plantations","Cropland",0
"81802","Plantations","Cropland",0
"81803","Plantations","Cropland",0
"81804","Plantations","Cropland",0
"81805","Plantations","Cropland",0
"81806","Plantations","Cropland",0
"81830","Plantations","Cropland",0
"81831","Plantations","Cropland",0
"81856","Plantations","Cropland",0
"81881","Plantations","Cropland",0
"81882","Plantations","Cropland",0
"81907","Plantations","Cropland",0
"81908","Plantations","Cropland",0
"81926","Plantations","Cropland",0
"96414","Plantations","Cropland",0
"96762","Plantations","Cropland",0
"101080","Plantations","Cropland",1
"101094","Plantations","Cropland",1
"101106","Plantations","Cropland",1
"101107","Plantations","Cropland",1
"101118","Plantations","Cropland",1
"101120","Plantations","Cropland",1
"101121","Plantations","Cropland",0
"101137","Plantations","Cropland",1
"101138","Plantations","Cropland",1
"101165","Plantations","Cropland",1
"101177","Plantations","Cropland",1
"101178","Plantations","Cropland",1
"101189","Plantations","Cropland",1
"101190","Plantations","Cropland",1
"101191","Plantations","Cropland",1
"101202","Plantations","Cropland",1
"101203","Plantations","Cropland",1
"101204","Plantations","Cropland",1
"101205","Plantations","Cropland",1
"101206","Plantations","Cropland",1
"101217","Plantations","Cropland",1
"101218","Plantations","Cropland",1
"101219","Plantations","Cropland",1
"101220","Plantations","Cropland",1
"101231","Plantations","Cropland",1
"101241","Plantations","Cropland",1
"101242","Plantations","Cropland",1
"101249","Plantations","Cropland",1
"101250","Plantations","Cropland",1
"101257","Plantations","Cropland",1
"101258","Plantations","Cropland",1
"101259","Plantations","Cropland",1
"101260","Plantations","Cropland",1
"101269","Plantations","Cropland",1
"101270","Plantations","Cropland",1
"101282","Plantations","Cropland",1
"101283","Plantations","Cropland",0
"101306","Plantations","Cropland",1
"101342","Plantations","Cropland",1
"101351","Plantations","Cropland",1
"101352","Plantations","Cropland",0
"101358","Plantations","Cropland",0
"101359","Plantations","Cropland",1
"101365","Plantations","Cropland",0
"103213","Plantations","Cropland",1
"104124","Plantations","Cropland",1
"104125","Plantations","Cropland",1
"104126","Plantations","Cropland",1
"104127","Plantations","Cropland",1
"104128","Plantations","Cropland",1
"104134","Plantations","Cropland",1
"104135","Plantations","Cropland",1
"104136","Plantations","Cropland",1
"104137","Plantations","Cropland",1
"104138","Plantations","Cropland",1
"104139","Plantations","Cropland",1
"104145","Plantations","Cropland",1
"104146","Plantations","Cropland",1
"104162","Plantations","Cropland",1
"104165","Plantations","Cropland",1
"104168","Plantations","Cropland",1
"104169","Plantations","Cropland",1
"104170","Plantations","Cropland",1
"104171","Plantations","Cropland",1
"104172","Plantations","Cropland",1
"104173","Plantations","Cropland",1
"104174","Plantations","Cropland",1
"104175","Plantations","Cropland",1
"104177","Plantations","Cropland",1
"104178","Plantations","Cropland",1
"104179","Plantations","Cropland",1
"104181","Plantations","Cropland",1
"104182","Plantations","Cropland",1
"104183","Plantations","Cropland",1
"104184","Plantations","Cropland",1
"104186","Plantations","Cropland",1
"104187","Plantations","Cropland",1
"104189","Plantations","Cropland",1
"104190","Plantations","Cropland",1
"104192","Plantations","Cropland",1
"104193","Plantations","Cropland",1
"104195","Plantations","Cropland",1
"104199","Plantations","Cropland",1
"104200","Plantations","Cropland",0
"104201","Plantations","Cropland",0
"104205","Plantations","Cropland",1
"104206","Plantations","Cropland",0
"106786","Plantations","Cropland",1
"106976","Plantations","Cropland",0
"106977","Plantations","Cropland",0
"106989","Plantations","Cropland",0
"107003","Plantations","Cropland",0
"107004","Plantations","Cropland",0
"107005","Plantations","Cropland",0
"107006","Plantations","Cropland",0
"107021","Plantations","Cropland",0
"107023","Plantations","Cropland",0
"107025","Plantations","Cropland",0
"108148","Plantations","Cropland",1
"108161","Plantations","Cropland",1
"108170","Plantations","Cropland",1
"108216","Plantations","Cropland",0
"108217","Plantations","Cropland",1
"108609","Plantations","Cropland",0
"108629","Plantations","Cropland",1
"108637","Plantations","Cropland",1
"108645","Plantations","Cropland",1
"109243","Plantations","Cropland",1
"109244","Plantations","Cropland",1
"109245","Plantations","Cropland",1
"109247","Plantations","Cropland",1
"109248","Plantations","Cropland",1
"109260","Plantations","Cropland",1
"109261","Plantations","Cropland",1
"109262","Plantations","Cropland",1
"109270","Plantations","Cropland",1
"109282","Plantations","Cropland",1
"109289","Plantations","Cropland",1
"109290","Plantations","Cropland",1
"109294","Plantations","Cropland",1
"109299","Plantations","Cropland",1
"109300","Plantations","Cropland",1
"109301","Plantations","Cropland",1
"109302","Plantations","Cropland",1
"109303","Plantations","Cropland",1
"109305","Plantations","Cropland",1
"109306","Plantations","Cropland",1
"109307","Plantations","Cropland",1
"109309","Plantations","Cropland",1
"109310","Plantations","Cropland",1
"109311","Plantations","Cropland",1
"109314","Plantations","Cropland",1
"109315","Plantations","Cropland",1
"109318","Plantations","Cropland",1
"109324","Plantations","Cropland",1
"109327","Plantations","Cropland",1
"109328","Plantations","Cropland",0
"109333","Plantations","Cropland",1
"109334","Plantations","Cropland",1
"109335","Plantations","Cropland",1
"109336","Plantations","Cropland",0
"109341","Plantations","Cropland",1
"109342","Plantations","Cropland",1
"112045","Plantations","Cropland",0
"112054","Plantations","Cropland",0
"112066","Plantations","Cropland",0
"112067","Plantations","Cropland",0
"112068","Plantations","Cropland",0
"112069","Plantations","Cropland",0
"112075","Plantations","Cropland",0
"112077","Plantations","Cropland",0
"112079","Plantations","Cropland",0
"113043","Plantations","Cropland",1
"113047","Plantations","Cropland",1
"113049","Plantations","Cropland",1
"113050","Plantations","Cropland",1
