"ns","times","ks","value"
"132597","2010","totPop",1.62339385832133
"132597","2010","ruralPop",1
"132597","2020","totPop",1.64126799950609
"132597","2020","ruralPop",1
"132597","2030","totPop",1.64126799950609
"132597","2030","ruralPop",1
"132597","2040","totPop",1.64126799950609
"132597","2040","ruralPop",1
"132597","2050","totPop",1.64126799950609
"132597","2050","ruralPop",1
"132597","2060","totPop",1.64126799950609
"132597","2060","ruralPop",1
"132597","2070","totPop",1.64126799950609
"132597","2070","ruralPop",1
"132597","2080","totPop",1.64126799950609
"132597","2080","ruralPop",1
"132597","2090","totPop",1.64126799950609
"132597","2090","ruralPop",1
"132597","2100","totPop",1.62654811574346
"132597","2100","ruralPop",1
"132598","2000","totPop",3.14844225596407
"132598","2000","ruralPop",1
"132598","2010","totPop",2.49752384819213
"132598","2010","ruralPop",1
"132598","2020","totPop",2.51755211641365
"132598","2020","ruralPop",1
"132598","2030","totPop",2.51755211641365
"132598","2030","ruralPop",1
"132598","2040","totPop",2.51755211641365
"132598","2040","ruralPop",1
"132598","2050","totPop",2.51755211641365
"132598","2050","ruralPop",1
"132598","2060","totPop",2.51755211641365
"132598","2060","ruralPop",1
"132598","2070","totPop",2.51755211641365
"132598","2070","ruralPop",1
"132598","2080","totPop",2.51755211641365
"132598","2080","ruralPop",1
"132598","2090","totPop",2.51755211641365
"132598","2090","ruralPop",1
"132598","2100","totPop",2.49752384819213
"132598","2100","ruralPop",1
"132599","2000","totPop",2.61801950097276
"132599","2000","ruralPop",1
"132599","2010","totPop",1.96351462572957
"132599","2010","ruralPop",1
"132599","2020","totPop",1.96351462572957
"132599","2020","ruralPop",1
"132599","2030","totPop",1.96351462572957
"132599","2030","ruralPop",1
"132599","2040","totPop",1.96351462572957
"132599","2040","ruralPop",1
"132599","2050","totPop",1.96351462572957
"132599","2050","ruralPop",1
"132599","2060","totPop",1.96351462572957
"132599","2060","ruralPop",1
"132599","2070","totPop",1.96351462572957
"132599","2070","ruralPop",1
"132599","2080","totPop",1.96351462572957
"132599","2080","ruralPop",1
"132599","2090","totPop",1.96351462572957
"132599","2090","ruralPop",1
"132599","2100","totPop",1.96351462572957
"132599","2100","ruralPop",1
"132600","2000","totPop",3.2232619310787
"132600","2000","ruralPop",1
"132600","2010","totPop",2.36586506544816
"132600","2010","ruralPop",1
"132600","2020","totPop",2.47361280876411
"132600","2020","ruralPop",1
"132600","2030","totPop",2.48049032680683
"132600","2030","ruralPop",1
"132600","2040","totPop",2.48049032680683
"132600","2040","ruralPop",1
"132600","2050","totPop",2.48049032680683
"132600","2050","ruralPop",1
"132600","2060","totPop",2.48049032680683
"132600","2060","ruralPop",1
"132600","2070","totPop",2.48049032680683
"132600","2070","ruralPop",1
"132600","2080","totPop",2.48049032680683
"132600","2080","ruralPop",1
"132600","2090","totPop",2.47361280876411
"132600","2090","ruralPop",1
"132600","2100","totPop",2.36586506544816
"132600","2100","ruralPop",1
"132601","2000","totPop",6.21721746812419
"132601","2000","ruralPop",1
"132601","2010","totPop",4.21882601429881
"132601","2010","ruralPop",1
"132601","2020","totPop",4.88495644596798
"132601","2020","ruralPop",1
"132601","2030","totPop",4.88495644596798
"132601","2030","ruralPop",1
"132601","2040","totPop",4.88495644596798
"132601","2040","ruralPop",1
"132601","2050","totPop",4.88495644596798
"132601","2050","ruralPop",1
"132601","2060","totPop",4.88495644596798
"132601","2060","ruralPop",1
"132601","2070","totPop",4.88495644596798
"132601","2070","ruralPop",1
"132601","2080","totPop",4.88495644596798
"132601","2080","ruralPop",1
"132601","2090","totPop",4.88495644596798
"132601","2090","ruralPop",1
"132601","2100","totPop",4.62590575783394
"132601","2100","ruralPop",1
"132602","2000","totPop",3.48692614761196
"132602","2000","ruralPop",1
"132602","2010","totPop",2.39463601532567
"132602","2010","ruralPop",1
"132602","2020","totPop",2.47865835168536
"132602","2020","ruralPop",1
"132602","2030","totPop",2.54867692191474
"132602","2030","ruralPop",1
"132602","2040","totPop",2.59068808007835
"132602","2040","ruralPop",1
"132602","2050","totPop",2.59068808007835
"132602","2050","ruralPop",1
"132602","2060","totPop",2.59068808007835
"132602","2060","ruralPop",1
"132602","2070","totPop",2.59068808007835
"132602","2070","ruralPop",1
"132602","2080","totPop",2.5066658038161
"132602","2080","ruralPop",1
"132602","2090","totPop",2.47865835168536
"132602","2090","ruralPop",1
"132602","2100","totPop",2.43664719352175
"132602","2100","ruralPop",1
"132603","2000","totPop",5.29896465681236
"132603","2000","ruralPop",1
"132603","2010","totPop",3.69344623902475
"132603","2010","ruralPop",1
"132603","2020","totPop",3.9195755781521
"132603","2020","ruralPop",1
"132603","2030","totPop",3.9195755781521
"132603","2030","ruralPop",1
"132603","2040","totPop",4.13816739772106
"132603","2040","ruralPop",1
"132603","2050","totPop",4.16078024752882
"132603","2050","ruralPop",1
"132603","2060","totPop",4.16078024752882
"132603","2060","ruralPop",1
"132603","2070","totPop",4.1155543538249
"132603","2070","ruralPop",1
"132603","2080","totPop",3.9195755781521
"132603","2080","ruralPop",1
"132603","2090","totPop",3.9195755781521
"132603","2090","ruralPop",1
"132603","2100","totPop",3.69344623902475
"132603","2100","ruralPop",1
"132604","2000","totPop",4.88846963314104
"132604","2000","ruralPop",1
"132604","2010","totPop",3.38243160800679
"132604","2010","ruralPop",1
"132604","2020","totPop",3.57935781740158
"132604","2020","ruralPop",1
"132604","2030","totPop",3.60061695624708
"132604","2030","ruralPop",1
"132604","2040","totPop",3.76173838109018
"132604","2040","ruralPop",1
"132604","2050","totPop",3.77964076376244
"132604","2050","ruralPop",1
"132604","2060","totPop",3.76621402717708
"132604","2060","ruralPop",1
"132604","2070","totPop",3.7516682998404
"132604","2070","ruralPop",1
"132604","2080","totPop",3.58942791305674
"132604","2080","ruralPop",1
"132604","2090","totPop",3.57935781740158
"132604","2090","ruralPop",1
"132604","2100","totPop",3.41487967960137
"132604","2100","ruralPop",1
"132605","2000","totPop",4.5590399958591
"132605","2000","ruralPop",1
"132605","2010","totPop",3.11879186088531
"132605","2010","ruralPop",1
"132605","2020","totPop",3.30209618926931
"132605","2020","ruralPop",1
"132605","2030","totPop",3.47754461122969
"132605","2030","ruralPop",1
"132605","2040","totPop",3.48801915562518
"132605","2040","ruralPop",1
"132605","2050","totPop",3.50896819946435
"132605","2050","ruralPop",1
"132605","2060","totPop",3.48801915562518
"132605","2060","ruralPop",1
"132605","2070","totPop",3.48801915562518
"132605","2070","ruralPop",1
"132605","2080","totPop",3.30209618926931
"132605","2080","ruralPop",1
"132605","2090","totPop",3.30209618926931
"132605","2090","ruralPop",1
"132605","2100","totPop",3.29424029782963
"132605","2100","ruralPop",1
"132606","2000","totPop",6.28431699749619
"132606","2000","ruralPop",1
"132606","2010","totPop",4.34066622325197
"132606","2010","ruralPop",1
"132606","2020","totPop",4.69984922378821
"132606","2020","ruralPop",1
"132606","2030","totPop",4.99255095271775
"132606","2030","ruralPop",1
"132606","2040","totPop",5.00086113829221
"132606","2040","ruralPop",1
"132606","2050","totPop",5.00732458822313
"132606","2050","ruralPop",1
"132606","2060","totPop",5.00086113829221
"132606","2060","ruralPop",1
"132606","2070","totPop",5.00086113829221
"132606","2070","ruralPop",1
"132606","2080","totPop",4.70631270145723
"132606","2080","ruralPop",1
"132606","2090","totPop",4.69984922378821
"132606","2090","ruralPop",1
"132606","2100","totPop",4.64998832729303
"132606","2100","ruralPop",1
"132607","2000","totPop",2.20723151347866
"132607","2000","ruralPop",1
"132607","2010","totPop",1.70368059831264
"132607","2010","ruralPop",1
"132607","2020","totPop",1.70368059831264
"132607","2020","ruralPop",1
"132607","2030","totPop",1.70368059831264
"132607","2030","ruralPop",1
"132607","2040","totPop",1.70368059831264
"132607","2040","ruralPop",1
"132607","2050","totPop",1.70368059831264
"132607","2050","ruralPop",1
"132607","2060","totPop",1.70368059831264
"132607","2060","ruralPop",1
"132607","2070","totPop",1.70368059831264
"132607","2070","ruralPop",1
"132607","2080","totPop",1.70368059831264
"132607","2080","ruralPop",1
"132607","2090","totPop",1.70368059831264
"132607","2090","ruralPop",1
"132607","2100","totPop",1.70368059831264
"132607","2100","ruralPop",1
"132622","2000","totPop",116.326755002958
"132622","2000","ruralPop",0.951791596261344
"132622","2010","totPop",87.8575254985506
"132622","2010","ruralPop",0
"132622","2020","totPop",92.9816771515986
"132622","2020","ruralPop",0
"132622","2030","totPop",96.8751037642048
"132622","2030","ruralPop",0
"132622","2040","totPop",99.5726366506578
"132622","2040","ruralPop",0
"132622","2050","totPop",100.985261034907
"132622","2050","ruralPop",0
"132622","2060","totPop",101.140070242308
"132622","2060","ruralPop",0
"132622","2070","totPop",99.5842476202461
"132622","2070","ruralPop",0
"132622","2080","totPop",97.3046952886933
"132622","2080","ruralPop",0
"132622","2090","totPop",94.9477418081364
"132622","2090","ruralPop",0
"132622","2100","totPop",92.0025162095097
"132622","2100","ruralPop",0
"132623","2000","totPop",79.3409487070741
"132623","2000","ruralPop",0.769405435579067
"132623","2010","totPop",71.8679128580427
"132623","2010","ruralPop",0.101429760445676
"132623","2020","totPop",77.1057096001622
"132623","2020","ruralPop",0.1005538280871
"132623","2030","totPop",81.0390614500207
"132623","2030","ruralPop",0.0987196844207284
"132623","2040","totPop",84.0482933215965
"132623","2040","ruralPop",0.0978843319073157
"132623","2050","totPop",85.9265583696344
"132623","2050","ruralPop",0.0868147231185116
"132623","2060","totPop",86.2968746016258
"132623","2060","ruralPop",0.0848571556272955
"132623","2070","totPop",85.6741211051464
"132623","2070","ruralPop",0
"132623","2080","totPop",83.9470968524733
"132623","2080","ruralPop",0
"132623","2090","totPop",81.9687424265415
"132623","2090","ruralPop",0
"132623","2100","totPop",79.6400932177991
"132623","2100","ruralPop",0
"132624","2000","totPop",5.81228921369898
"132624","2000","ruralPop",1
"132624","2010","totPop",4.06860244958929
"132624","2010","ruralPop",1
"132624","2020","totPop",4.64983137095919
"132624","2020","ruralPop",1
"132624","2030","totPop",4.64983137095919
"132624","2030","ruralPop",1
"132624","2040","totPop",4.64983137095919
"132624","2040","ruralPop",1
"132624","2050","totPop",4.64983137095919
"132624","2050","ruralPop",1
"132624","2060","totPop",4.64983137095919
"132624","2060","ruralPop",1
"132624","2070","totPop",4.64983137095919
"132624","2070","ruralPop",1
"132624","2080","totPop",4.64983137095919
"132624","2080","ruralPop",1
"132624","2090","totPop",4.64983137095919
"132624","2090","ruralPop",1
"132624","2100","totPop",4.06860244958929
"132624","2100","ruralPop",1
"132625","2000","totPop",11.1606653008119
"132625","2000","ruralPop",1
"132625","2010","totPop",7.98583236076732
"132625","2010","ruralPop",1
"132625","2020","totPop",8.54086956801959
"132625","2020","ruralPop",1
"132625","2030","totPop",8.89125904021756
"132625","2030","ruralPop",1
"132625","2040","totPop",8.92782131611529
"132625","2040","ruralPop",1
"132625","2050","totPop",8.95067279248872
"132625","2050","ruralPop",1
"132625","2060","totPop",8.9369618752829
"132625","2060","ruralPop",1
"132625","2070","totPop",8.92274322768881
"132625","2070","ruralPop",1
"132625","2080","totPop",8.86993093588984
"132625","2080","ruralPop",1
"132625","2090","totPop",8.54086956801959
"132625","2090","ruralPop",1
"132625","2100","totPop",8.00817598907096
"132625","2100","ruralPop",0.250538995633894
"132626","2000","totPop",11.9714702925328
"132626","2000","ruralPop",1
"132626","2010","totPop",8.5793834658745
"132626","2010","ruralPop",1
"132626","2020","totPop",9.14098276126075
"132626","2020","ruralPop",1
"132626","2030","totPop",9.52401514819685
"132626","2030","ruralPop",1
"132626","2040","totPop",9.5812656939361
"132626","2040","ruralPop",1
"132626","2050","totPop",9.60375684187379
"132626","2050","ruralPop",1
"132626","2060","totPop",9.60375684187379
"132626","2060","ruralPop",1
"132626","2070","totPop",9.57717637676162
"132626","2070","ruralPop",1
"132626","2080","totPop",9.52401514819685
"132626","2080","ruralPop",1
"132626","2090","totPop",9.14098276126075
"132626","2090","ruralPop",1
"132626","2100","totPop",8.60187461381219
"132626","2100","ruralPop",0.219633949912543
"132627","2000","totPop",5.98750925407119
"132627","2000","ruralPop",1
"132627","2010","totPop",4.1431719473874
"132627","2010","ruralPop",1
"132627","2020","totPop",4.58120203299032
"132627","2020","ruralPop",1
"132627","2030","totPop",4.67671234518108
"132627","2030","ruralPop",1
"132627","2040","totPop",4.70470672119901
"132627","2040","ruralPop",1
"132627","2050","totPop",4.70305999070373
"132627","2050","ruralPop",1
"132627","2060","totPop",4.69482633822728
"132627","2060","ruralPop",1
"132627","2070","totPop",4.67341889832451
"132627","2070","ruralPop",1
"132627","2080","totPop",4.62895721735368
"132627","2080","ruralPop",1
"132627","2090","totPop",4.57461515341113
"132627","2090","ruralPop",1
"132627","2100","totPop",4.1431719473874
"132627","2100","ruralPop",1
"132628","2000","totPop",305.864070531685
"132628","2000","ruralPop",0.896214419696595
"132628","2010","totPop",244.873306963209
"132628","2010","ruralPop",0.0351476980268351
"132628","2020","totPop",260.480992366725
"132628","2020","ruralPop",0.014375781897975
"132628","2030","totPop",272.586955061341
"132628","2030","ruralPop",0.00429728859887723
"132628","2040","totPop",281.247583287529
"132628","2040","ruralPop",0.00282380100759953
"132628","2050","totPop",285.549288167289
"132628","2050","ruralPop",0.00224707334329836
"132628","2060","totPop",285.859335045315
"132628","2060","ruralPop",0.00224463613733944
"132628","2070","totPop",282.929633291723
"132628","2070","ruralPop",0.00226787886885519
"132628","2080","totPop",276.95913618377
"132628","2080","ruralPop",0.00227785648024377
"132628","2090","totPop",269.730204347416
"132628","2090","ruralPop",0.00231124235089874
"132628","2100","totPop",261.758487546021
"132628","2100","ruralPop",0.00215993545112028
"132629","2000","totPop",125.152831085481
"132629","2000","ruralPop",1
"132629","2010","totPop",89.2204141061623
"132629","2010","ruralPop",0.092046994354885
"132629","2020","totPop",94.3664276840988
"132629","2020","ruralPop",0.0675853721272739
"132629","2030","totPop",97.9615849165511
"132629","2030","ruralPop",0.0612418683812256
"132629","2040","totPop",100.700929780172
"132629","2040","ruralPop",0.0567328443927113
"132629","2050","totPop",101.783065545056
"132629","2050","ruralPop",0.0537846003136757
"132629","2060","totPop",101.478829360225
"132629","2060","ruralPop",0.053945847952274
"132629","2070","totPop",100.090605514933
"132629","2070","ruralPop",0.0546322714421837
"132629","2080","totPop",97.5089434743537
"132629","2080","ruralPop",0.050643996593268
"132629","2090","totPop",94.8895606395454
"132629","2090","ruralPop",0.0506344031118142
"132629","2100","totPop",91.7068506839962
"132629","2100","ruralPop",0.0474424573152647
"132630","2000","totPop",1.87720553463305
"132630","2000","ruralPop",1
"132630","2010","totPop",1.2538724094194
"132630","2010","ruralPop",1
"132630","2020","totPop",1.26107857614292
"132630","2020","ruralPop",1
"132630","2030","totPop",1.26107857614292
"132630","2030","ruralPop",1
"132630","2040","totPop",1.26107857614292
"132630","2040","ruralPop",1
"132630","2050","totPop",1.26107857614292
"132630","2050","ruralPop",1
"132630","2060","totPop",1.26107857614292
"132630","2060","ruralPop",1
"132630","2070","totPop",1.26107857614292
"132630","2070","ruralPop",1
"132630","2080","totPop",1.26107857614292
"132630","2080","ruralPop",1
"132630","2090","totPop",1.26107857614292
"132630","2090","ruralPop",1
"132630","2100","totPop",1.25747549278115
"132630","2100","ruralPop",1
"132631","2000","totPop",1.82908984489318
"132631","2000","ruralPop",1
"132631","2010","totPop",1.21939322992879
"132631","2010","ruralPop",1
"132631","2020","totPop",1.21939322992879
"132631","2020","ruralPop",1
"132631","2030","totPop",1.21939322992879
"132631","2030","ruralPop",1
"132631","2040","totPop",1.21939322992879
"132631","2040","ruralPop",1
"132631","2050","totPop",1.21939322992879
"132631","2050","ruralPop",1
"132631","2060","totPop",1.21939322992879
"132631","2060","ruralPop",1
"132631","2070","totPop",1.21939322992879
"132631","2070","ruralPop",1
"132631","2080","totPop",1.21939322992879
"132631","2080","ruralPop",1
"132631","2090","totPop",1.21939322992879
"132631","2090","ruralPop",1
"132631","2100","totPop",1.21939322992879
"132631","2100","ruralPop",1
"132632","2000","totPop",4.29707522644052
"132632","2000","ruralPop",1
"132632","2010","totPop",3.06933944745751
"132632","2010","ruralPop",1
"132632","2020","totPop",3.06933944745751
"132632","2020","ruralPop",1
"132632","2030","totPop",3.06933944745751
"132632","2030","ruralPop",1
"132632","2040","totPop",3.68320733694902
"132632","2040","ruralPop",1
"132632","2050","totPop",3.68320733694902
"132632","2050","ruralPop",1
"132632","2060","totPop",3.68320733694902
"132632","2060","ruralPop",1
"132632","2070","totPop",3.68320733694902
"132632","2070","ruralPop",1
"132632","2080","totPop",3.06933944745751
"132632","2080","ruralPop",1
"132632","2090","totPop",3.06933944745751
"132632","2090","ruralPop",1
"132632","2100","totPop",3.06933944745751
"132632","2100","ruralPop",1
"132633","2000","totPop",4.32769959582377
"132633","2000","ruralPop",1
"132633","2010","totPop",3.0711783485563
"132633","2010","ruralPop",1
"132633","2020","totPop",3.07690282165079
"132633","2020","ruralPop",1
"132633","2030","totPop",3.07690282165079
"132633","2030","ruralPop",1
"132633","2040","totPop",3.66480592593679
"132633","2040","ruralPop",1
"132633","2050","totPop",3.66480592593679
"132633","2050","ruralPop",1
"132633","2060","totPop",3.66308858400844
"132633","2060","ruralPop",1
"132633","2070","totPop",3.65106719051002
"132633","2070","ruralPop",1
"132633","2080","totPop",3.06946100662796
"132633","2080","ruralPop",1
"132633","2090","totPop",3.06946100662796
"132633","2090","ruralPop",1
"132633","2100","totPop",3.06774366469961
"132633","2100","ruralPop",1
"132634","2000","totPop",4.36124164549647
"132634","2000","ruralPop",1
"132634","2010","totPop",3.11517260392605
"132634","2010","ruralPop",1
"132634","2020","totPop",3.11517260392605
"132634","2020","ruralPop",1
"132634","2030","totPop",3.11517260392605
"132634","2030","ruralPop",1
"132634","2040","totPop",3.73820712471126
"132634","2040","ruralPop",1
"132634","2050","totPop",3.73820712471126
"132634","2050","ruralPop",1
"132634","2060","totPop",3.73820712471126
"132634","2060","ruralPop",1
"132634","2070","totPop",3.73820712471126
"132634","2070","ruralPop",1
"132634","2080","totPop",3.11517260392605
"132634","2080","ruralPop",1
"132634","2090","totPop",3.11517260392605
"132634","2090","ruralPop",1
"132634","2100","totPop",3.11517260392605
"132634","2100","ruralPop",1
"132635","2000","totPop",4.46541798766897
"132635","2000","ruralPop",1
"132635","2010","totPop",3.24440513268316
"132635","2010","ruralPop",1
"132635","2020","totPop",3.45372169910549
"132635","2020","ruralPop",1
"132635","2030","totPop",3.48860779350921
"132635","2030","ruralPop",1
"132635","2040","totPop",3.69792421021673
"132635","2040","ruralPop",1
"132635","2050","totPop",3.69792421021673
"132635","2050","ruralPop",1
"132635","2060","totPop",3.69792421021673
"132635","2060","ruralPop",1
"132635","2070","totPop",3.69792421021673
"132635","2070","ruralPop",1
"132635","2080","totPop",3.48860779350921
"132635","2080","ruralPop",1
"132635","2090","totPop",3.45372169910549
"132635","2090","ruralPop",1
"132635","2100","totPop",3.24440513268316
"132635","2100","ruralPop",1
"132636","2000","totPop",0.632990516219591
"132636","2000","ruralPop",1
"132636","2010","totPop",0.632990516219591
"132636","2010","ruralPop",1
"132636","2020","totPop",0.632990516219591
"132636","2020","ruralPop",1
"132636","2030","totPop",0.632990516219591
"132636","2030","ruralPop",1
"132636","2040","totPop",0.632990516219591
"132636","2040","ruralPop",1
"132636","2050","totPop",0.632990516219591
"132636","2050","ruralPop",1
"132636","2060","totPop",0.632990516219591
"132636","2060","ruralPop",1
"132636","2070","totPop",0.632990516219591
"132636","2070","ruralPop",1
"132636","2080","totPop",0.632990516219591
"132636","2080","ruralPop",1
"132636","2090","totPop",0.632990516219591
"132636","2090","ruralPop",1
"132636","2100","totPop",0.632990516219591
"132636","2100","ruralPop",1
"132637","2000","totPop",0.638163111300433
"132637","2000","ruralPop",1
"132637","2010","totPop",0.638163111300433
"132637","2010","ruralPop",1
"132637","2020","totPop",0.638163111300433
"132637","2020","ruralPop",1
"132637","2030","totPop",0.638163111300433
"132637","2030","ruralPop",1
"132637","2040","totPop",0.638163111300433
"132637","2040","ruralPop",1
"132637","2050","totPop",0.638163111300433
"132637","2050","ruralPop",1
"132637","2060","totPop",0.638163111300433
"132637","2060","ruralPop",1
"132637","2070","totPop",0.638163111300433
"132637","2070","ruralPop",1
"132637","2080","totPop",0.638163111300433
"132637","2080","ruralPop",1
"132637","2090","totPop",0.638163111300433
"132637","2090","ruralPop",1
"132637","2100","totPop",0.638163111300433
"132637","2100","ruralPop",1
"132638","2000","totPop",0.643469588018596
"132638","2000","ruralPop",1
"132638","2010","totPop",0.643469588018596
"132638","2010","ruralPop",1
"132638","2020","totPop",0.643469588018596
"132638","2020","ruralPop",1
"132638","2030","totPop",0.643469588018596
"132638","2030","ruralPop",1
"132638","2040","totPop",0.643469588018596
"132638","2040","ruralPop",1
"132638","2050","totPop",0.643469588018596
"132638","2050","ruralPop",1
"132638","2060","totPop",0.643469588018596
"132638","2060","ruralPop",1
"132638","2070","totPop",0.643469588018596
"132638","2070","ruralPop",1
"132638","2080","totPop",0.643469588018596
"132638","2080","ruralPop",1
"132638","2090","totPop",0.643469588018596
"132638","2090","ruralPop",1
"132638","2100","totPop",0.643469588018596
"132638","2100","ruralPop",1
"132639","2000","totPop",0.648915580949785
"132639","2000","ruralPop",1
"132639","2010","totPop",0.648915580949785
"132639","2010","ruralPop",1
"132639","2020","totPop",0.648915580949785
"132639","2020","ruralPop",1
"132639","2030","totPop",0.648915580949785
"132639","2030","ruralPop",1
"132639","2040","totPop",0.648915580949785
"132639","2040","ruralPop",1
"132639","2050","totPop",0.648915580949785
"132639","2050","ruralPop",1
"132639","2060","totPop",0.648915580949785
"132639","2060","ruralPop",1
"132639","2070","totPop",0.648915580949785
"132639","2070","ruralPop",1
"132639","2080","totPop",0.648915580949785
"132639","2080","ruralPop",1
"132639","2090","totPop",0.648915580949785
"132639","2090","ruralPop",1
"132639","2100","totPop",0.648915580949785
"132639","2100","ruralPop",1
"132640","2000","totPop",6.60241417274226
"132640","2000","ruralPop",1
"132640","2010","totPop",4.62168992091958
"132640","2010","ruralPop",1
"132640","2020","totPop",5.2544212660229
"132640","2020","ruralPop",1
"132640","2030","totPop",5.28193133819381
"132640","2030","ruralPop",1
"132640","2040","totPop",5.28193133819381
"132640","2040","ruralPop",1
"132640","2050","totPop",5.28193133819381
"132640","2050","ruralPop",1
"132640","2060","totPop",5.28193133819381
"132640","2060","ruralPop",1
"132640","2070","totPop",5.28193133819381
"132640","2070","ruralPop",1
"132640","2080","totPop",5.28193133819381
"132640","2080","ruralPop",1
"132640","2090","totPop",5.28193133819381
"132640","2090","ruralPop",1
"132640","2100","totPop",4.62168992091958
"132640","2100","ruralPop",1
"132641","2000","totPop",6.21721746812419
"132641","2000","ruralPop",1
"132641","2010","totPop",4.21882601429881
"132641","2010","ruralPop",1
"132641","2020","totPop",4.88495644596798
"132641","2020","ruralPop",1
"132641","2030","totPop",4.88495644596798
"132641","2030","ruralPop",1
"132641","2040","totPop",4.88495644596798
"132641","2040","ruralPop",1
"132641","2050","totPop",4.88495644596798
"132641","2050","ruralPop",1
"132641","2060","totPop",4.88495644596798
"132641","2060","ruralPop",1
"132641","2070","totPop",4.88495644596798
"132641","2070","ruralPop",1
"132641","2080","totPop",4.88495644596798
"132641","2080","ruralPop",1
"132641","2090","totPop",4.88495644596798
"132641","2090","ruralPop",1
"132641","2100","totPop",4.62590575783394
"132641","2100","ruralPop",1
"132642","2000","totPop",11.532597395329
"132642","2000","ruralPop",1
"132642","2010","totPop",8.14065698493809
"132642","2010","ruralPop",1
"132642","2020","totPop",8.7851257923046
"132642","2020","ruralPop",1
"132642","2030","totPop",8.81904506701626
"132642","2030","ruralPop",1
"132642","2040","totPop",9.42582579136985
"132642","2040","ruralPop",1
"132642","2050","totPop",9.42582579136985
"132642","2050","ruralPop",1
"132642","2060","totPop",9.42582579136985
"132642","2060","ruralPop",1
"132642","2070","totPop",9.3655245997646
"132642","2070","ruralPop",1
"132642","2080","totPop",8.7851257923046
"132642","2080","ruralPop",1
"132642","2090","totPop",8.7851257923046
"132642","2090","ruralPop",1
"132642","2100","totPop",8.14065698493809
"132642","2100","ruralPop",1
"132643","2000","totPop",11.4127697426562
"132643","2000","ruralPop",1
"132643","2010","totPop",7.98893868925058
"132643","2010","ruralPop",1
"132643","2020","totPop",8.6451729976153
"132643","2020","ruralPop",1
"132643","2030","totPop",8.89403481014175
"132643","2030","ruralPop",1
"132643","2040","totPop",9.32993917564424
"132643","2040","ruralPop",1
"132643","2050","totPop",9.32993917564424
"132643","2050","ruralPop",1
"132643","2060","totPop",9.32993917564424
"132643","2060","ruralPop",1
"132643","2070","totPop",9.31408812636016
"132643","2070","ruralPop",1
"132643","2080","totPop",8.66736446389198
"132643","2080","ruralPop",1
"132643","2090","totPop",8.6451729976153
"132643","2090","ruralPop",1
"132643","2100","totPop",8.21719413634722
"132643","2100","ruralPop",1
"132644","2000","totPop",11.0611056957781
"132644","2000","ruralPop",1
"132644","2010","totPop",7.60451016584745
"132644","2010","ruralPop",1
"132644","2020","totPop",8.29582927183359
"132644","2020","ruralPop",1
"132644","2030","totPop",8.95994379455624
"132644","2030","ruralPop",1
"132644","2040","totPop",8.98714837781972
"132644","2040","ruralPop",1
"132644","2050","totPop",8.98714837781972
"132644","2050","ruralPop",1
"132644","2060","totPop",8.98714837781972
"132644","2060","ruralPop",1
"132644","2070","totPop",8.98714837781972
"132644","2070","ruralPop",1
"132644","2080","totPop",8.29582927183359
"132644","2080","ruralPop",1
"132644","2090","totPop",8.29582927183359
"132644","2090","ruralPop",1
"132644","2100","totPop",8.29582927183359
"132644","2100","ruralPop",1
"132645","2000","totPop",9.85029302158589
"132645","2000","ruralPop",1
"132645","2010","totPop",6.80703005035134
"132645","2010","ruralPop",1
"132645","2020","totPop",7.39180189363166
"132645","2020","ruralPop",1
"132645","2030","totPop",7.95922455102599
"132645","2030","ruralPop",1
"132645","2040","totPop",7.97861486578116
"132645","2040","ruralPop",1
"132645","2050","totPop",7.9826970359255
"132645","2050","ruralPop",1
"132645","2060","totPop",7.97861486578116
"132645","2060","ruralPop",1
"132645","2070","totPop",7.97861486578116
"132645","2070","ruralPop",1
"132645","2080","totPop",7.41017169869849
"132645","2080","ruralPop",1
"132645","2090","totPop",7.39180189363166
"132645","2090","ruralPop",1
"132645","2100","totPop",7.37343212798213
"132645","2100","ruralPop",1
"132646","2000","totPop",2.81988512492972
"132646","2000","ruralPop",1
"132646","2010","totPop",2.11491384369729
"132646","2010","ruralPop",1
"132646","2020","totPop",2.11491384369729
"132646","2020","ruralPop",1
"132646","2030","totPop",2.11491384369729
"132646","2030","ruralPop",1
"132646","2040","totPop",2.11491384369729
"132646","2040","ruralPop",1
"132646","2050","totPop",2.11491384369729
"132646","2050","ruralPop",1
"132646","2060","totPop",2.11491384369729
"132646","2060","ruralPop",1
"132646","2070","totPop",2.11491384369729
"132646","2070","ruralPop",1
"132646","2080","totPop",2.11491384369729
"132646","2080","ruralPop",1
"132646","2090","totPop",2.11491384369729
"132646","2090","ruralPop",1
"132646","2100","totPop",2.11491384369729
"132646","2100","ruralPop",1
"132653","2000","totPop",12.8484238785789
"132653","2000","ruralPop",1
"132653","2010","totPop",8.71484279206693
"132653","2010","ruralPop",1
"132653","2020","totPop",9.19236839292701
"132653","2020","ruralPop",1
"132653","2030","totPop",9.65497137479623
"132653","2030","ruralPop",1
"132653","2040","totPop",9.71466210692432
"132653","2040","ruralPop",1
"132653","2050","totPop",10.1026514815099
"132653","2050","ruralPop",1
"132653","2060","totPop",10.0877288625191
"132653","2060","ruralPop",1
"132653","2070","totPop",9.66989399378709
"132653","2070","ruralPop",1
"132653","2080","totPop",9.56543514852172
"132653","2080","ruralPop",1
"132653","2090","totPop",9.10283242281726
"132653","2090","ruralPop",1
"132653","2100","totPop",9.0431416906891
