"ns","times","ks","value"
"132653","2100","ruralPop",0.0528052910454885
"132654","2000","totPop",14.576629883171
"132654","2000","ruralPop",0.988095238095238
"132654","2010","totPop",10.156937557025
"132654","2010","ruralPop",0.974688883310387
"132654","2020","totPop",10.6775316653043
"132654","2020","ruralPop",0.974117176286709
"132654","2030","totPop",11.1359967452522
"132654","2030","ruralPop",0.973451327061007
"132654","2040","totPop",11.5558997168184
"132654","2040","ruralPop",0.97330366997798
"132654","2050","totPop",11.5858927783354
"132654","2050","ruralPop",0.972263314687103
"132654","2060","totPop",11.570896302741
"132654","2060","ruralPop",0.972227366519089
"132654","2070","totPop",11.5023408018578
"132654","2070","ruralPop",0.971503074351633
"132654","2080","totPop",11.080295403083
"132654","2080","ruralPop",0.970997680984911
"132654","2090","totPop",10.6175450641813
"132654","2090","ruralPop",0.970338981451084
"132654","2100","totPop",10.5061424166191
"132654","2100","ruralPop",0.0534257705577818
"132655","2000","totPop",14.6572021361763
"132655","2000","ruralPop",1
"132655","2010","totPop",10.2711717718817
"132655","2010","ruralPop",1
"132655","2020","totPop",10.8102952628957
"132655","2020","ruralPop",1
"132655","2030","totPop",11.3192742109464
"132655","2030","ruralPop",1
"132655","2040","totPop",11.8305720802236
"132655","2040","ruralPop",1
"132655","2050","totPop",11.8410066883749
"132655","2050","ruralPop",1
"132655","2060","totPop",11.8270938775064
"132655","2060","ruralPop",1
"132655","2070","totPop",11.7946304531216
"132655","2070","ruralPop",1
"132655","2080","totPop",11.3018831973608
"132655","2080","ruralPop",1
"132655","2090","totPop",10.7882665262723
"132655","2090","ruralPop",0.979688340190082
"132655","2100","totPop",10.7453686927612
"132655","2100","ruralPop",0.00485542014226236
"132656","2000","totPop",635.61485710067
"132656","2000","ruralPop",0.0342185532126624
"132656","2010","totPop",959.475368808625
"132656","2010","ruralPop",0.00797093514181808
"132656","2020","totPop",1046.24875513098
"132656","2020","ruralPop",0.0059763998875705
"132656","2030","totPop",1119.15173168149
"132656","2030","ruralPop",0.00523758936169589
"132656","2040","totPop",1176.98595170046
"132656","2040","ruralPop",0.00500596758045863
"132656","2050","totPop",1215.84282349356
"132656","2050","ruralPop",0.00505894378363993
"132656","2060","totPop",1234.21424003573
"132656","2060","ruralPop",0.00496690458886753
"132656","2070","totPop",1235.50752760034
"132656","2070","ruralPop",0.00444780766475321
"132656","2080","totPop",1220.96358075221
"132656","2080","ruralPop",0.0044545381485378
"132656","2090","totPop",1197.60781408815
"132656","2090","ruralPop",0.00432176469775863
"132656","2100","totPop",1168.49377104674
"132656","2100","ruralPop",0.00415716823621739
"132657","2000","totPop",2594.86273081029
"132657","2000","ruralPop",0.110958360164151
"132657","2010","totPop",3763.23096742871
"132657","2010","ruralPop",0.00370025633968675
"132657","2020","totPop",4097.78073268558
"132657","2020","ruralPop",0.0004732347183433
"132657","2030","totPop",4378.8592596695
"132657","2030","ruralPop",0.000286932205431909
"132657","2040","totPop",4601.15151431909
"132657","2040","ruralPop",0.000146473035685334
"132657","2050","totPop",4748.65887001175
"132657","2050","ruralPop",0.000142190420381985
"132657","2060","totPop",4817.36999694708
"132657","2060","ruralPop",0.000139371740719302
"132657","2070","totPop",4821.07051561681
"132657","2070","ruralPop",0.000111097343101991
"132657","2080","totPop",4762.52047623648
"132657","2080","ruralPop",0.000108195971240207
"132657","2090","totPop",4669.67331603894
"132657","2090","ruralPop",7.77295456062833e-05
"132657","2100","totPop",4555.76465749756
"132657","2100","ruralPop",0
"132658","2000","totPop",108.076111650807
"132658","2000","ruralPop",1
"132658","2010","totPop",75.5427316790985
"132658","2010","ruralPop",0.426365079033011
"132658","2020","totPop",79.6604404347851
"132658","2020","ruralPop",0.0236157866864187
"132658","2030","totPop",82.7277981194992
"132658","2030","ruralPop",0
"132658","2040","totPop",84.8703560507842
"132658","2040","ruralPop",0
"132658","2050","totPop",85.6410223717963
"132658","2050","ruralPop",0
"132658","2060","totPop",85.0857344591379
"132658","2060","ruralPop",0
"132658","2070","totPop",84.0098615876205
"132658","2070","ruralPop",0
"132658","2080","totPop",82.1041194043057
"132658","2080","ruralPop",0
"132658","2090","totPop",79.6410469026446
"132658","2090","ruralPop",0
"132658","2100","totPop",77.1442896361827
"132658","2100","ruralPop",0
"132659","2000","totPop",2893.69730027901
"132659","2000","ruralPop",0.0962859816071758
"132659","2010","totPop",4157.30289811252
"132659","2010","ruralPop",0.000857415486591025
"132659","2020","totPop",4529.67738183849
"132659","2020","ruralPop",0.000827717467954561
"132659","2030","totPop",4842.38899386717
"132659","2030","ruralPop",0.000731341222760354
"132659","2040","totPop",5089.56133422456
"132659","2040","ruralPop",0.000587630645922265
"132659","2050","totPop",5253.11945434101
"132659","2050","ruralPop",0
"132659","2060","totPop",5328.8266112961
"132659","2060","ruralPop",0
"132659","2070","totPop",5331.92509034456
"132659","2070","ruralPop",0
"132659","2080","totPop",5266.2909760865
"132659","2080","ruralPop",0
"132659","2090","totPop",5162.95929689414
"132659","2090","ruralPop",0
"132659","2100","totPop",5036.58062940164
"132659","2100","ruralPop",0
"132660","2000","totPop",520.449705395786
"132660","2000","ruralPop",0.576377936512936
"132660","2010","totPop",556.082670342769
"132660","2010","ruralPop",0
"132660","2020","totPop",599.641828122396
"132660","2020","ruralPop",0
"132660","2030","totPop",635.25932293792
"132660","2030","ruralPop",0
"132660","2040","totPop",662.493966645543
"132660","2040","ruralPop",0
"132660","2050","totPop",679.224859338224
"132660","2050","ruralPop",0
"132660","2060","totPop",685.254647485454
"132660","2060","ruralPop",0
"132660","2070","totPop",682.48743655716
"132660","2070","ruralPop",0
"132660","2080","totPop",671.728269722883
"132660","2080","ruralPop",0
"132660","2090","totPop",656.804763750618
"132660","2090","ruralPop",0
"132660","2100","totPop",639.415920898028
"132660","2100","ruralPop",0
"132661","2000","totPop",103.024958726286
"132661","2000","ruralPop",0.98201707614097
"132661","2010","totPop",74.9483152206563
"132661","2010","ruralPop",0.167416792072198
"132661","2020","totPop",79.3352629254738
"132661","2020","ruralPop",0.144858491725325
"132661","2030","totPop",82.532926935348
"132661","2030","ruralPop",0.134498686975489
"132661","2040","totPop",84.7679176845524
"132661","2040","ruralPop",0.131268816485793
"132661","2050","totPop",85.9788255535674
"132661","2050","ruralPop",0.132186511513428
"132661","2060","totPop",85.8326523965798
"132661","2060","ruralPop",0.132411625373475
"132661","2070","totPop",84.551684614818
"132661","2070","ruralPop",0
"132661","2080","totPop",82.4810316792253
"132661","2080","ruralPop",0
"132661","2090","totPop",80.1699261713259
"132661","2090","ruralPop",0
"132661","2100","totPop",77.6832382377253
"132661","2100","ruralPop",0
"132662","2000","totPop",49.0734937428516
"132662","2000","ruralPop",1
"132662","2010","totPop",35.0801788136753
"132662","2010","ruralPop",1
"132662","2020","totPop",37.0943236749013
"132662","2020","ruralPop",1
"132662","2030","totPop",38.5564871130642
"132662","2030","ruralPop",0.138135848527384
"132662","2040","totPop",39.5547512629928
"132662","2040","ruralPop",0.101247032219654
"132662","2050","totPop",39.8366135568352
"132662","2050","ruralPop",0.0955188678171065
"132662","2060","totPop",39.6956826787194
"132662","2060","ruralPop",0.0958579867592606
"132662","2070","totPop",39.1202127759703
"132662","2070","ruralPop",0
"132662","2080","totPop",38.127820947567
"132662","2080","ruralPop",0
"132662","2090","totPop",37.1178121545873
"132662","2090","ruralPop",0
"132662","2100","totPop",36.090187203447
"132662","2100","ruralPop",0
"132663","2000","totPop",55.5713070598242
"132663","2000","ruralPop",0.958333331711437
"132663","2010","totPop",41.1639311353962
"132663","2010","ruralPop",0.91218112240625
"132663","2020","totPop",43.5581587627495
"132663","2020","ruralPop",0.90941417437489
"132663","2030","totPop",45.3564555802041
"132663","2030","ruralPop",0.0244834138045693
"132663","2040","totPop",46.6165756212608
"132663","2040","ruralPop",0
"132663","2050","totPop",47.2492616035325
"132663","2050","ruralPop",0
"132663","2060","totPop",46.8580997482544
"132663","2060","ruralPop",0
"132663","2070","totPop",46.3304244754288
"132663","2070","ruralPop",0
"132663","2080","totPop",45.1963168891319
"132663","2080","ruralPop",0
"132663","2090","totPop",44.035955453773
"132663","2090","ruralPop",0
"132663","2100","totPop",42.7863358347191
"132663","2100","ruralPop",0
"132664","2000","totPop",5.81228921369898
"132664","2000","ruralPop",1
"132664","2010","totPop",3.61832943187475
"132664","2010","ruralPop",1
"132664","2020","totPop",4.01030014955718
"132664","2020","ruralPop",1
"132664","2030","totPop",4.00940319091749
"132664","2030","ruralPop",1
"132664","2040","totPop",4.00581535635872
"132664","2040","ruralPop",1
"132664","2050","totPop",4.00222752179994
"132664","2050","ruralPop",1
"132664","2060","totPop",3.99863968724117
"132664","2060","ruralPop",1
"132664","2070","totPop",3.93674958536957
"132664","2070","ruralPop",1
"132664","2080","totPop",3.92419216441386
"132664","2080","ruralPop",1
"132664","2090","totPop",3.90445910898455
"132664","2090","ruralPop",1
"132664","2100","totPop",3.45867086329718
"132664","2100","ruralPop",1
"132665","2000","totPop",7.72763515795036
"132665","2000","ruralPop",1
"132665","2010","totPop",5.48094918821778
"132665","2010","ruralPop",1
"132665","2020","totPop",6.02977793672841
"132665","2020","ruralPop",1
"132665","2030","totPop",6.16501947856994
"132665","2030","ruralPop",1
"132665","2040","totPop",6.18389035089247
"132665","2040","ruralPop",1
"132665","2050","totPop",6.19804351525753
"132665","2050","ruralPop",1
"132665","2060","totPop",6.19804351525753
"132665","2060","ruralPop",1
"132665","2070","totPop",6.179172642935
"132665","2070","ruralPop",1
"132665","2080","totPop",6.15925338656716
"132665","2080","ruralPop",1
"132665","2090","totPop",6.03344726513983
"132665","2090","ruralPop",1
"132665","2100","totPop",5.48566689617526
"132665","2100","ruralPop",0.64481604990735
"132666","2000","totPop",11.8788149539736
"132666","2000","ruralPop",1
"132666","2010","totPop",8.50061012427191
"132666","2010","ruralPop",1
"132666","2020","totPop",9.07225334641778
"132666","2020","ruralPop",1
"132666","2030","totPop",9.48635031762881
"132666","2030","ruralPop",1
"132666","2040","totPop",9.48635031762881
"132666","2040","ruralPop",1
"132666","2050","totPop",9.53972674200905
"132666","2050","ruralPop",1
"132666","2060","totPop",9.48807212799724
"132666","2060","ruralPop",1
"132666","2070","totPop",9.48635031762881
"132666","2070","ruralPop",1
"132666","2080","totPop",9.48204577323467
"132666","2080","ruralPop",1
"132666","2090","totPop",9.07225334641778
"132666","2090","ruralPop",1
"132666","2100","totPop",8.55054291313682
"132666","2100","ruralPop",0.152033829846093
"132667","2000","totPop",434.038865206033
"132667","2000","ruralPop",1
"132667","2010","totPop",309.022458183115
"132667","2010","ruralPop",0.000398563547703474
"132667","2020","totPop",326.403160823612
"132667","2020","ruralPop",0.000377348335568529
"132667","2030","totPop",339.323795459926
"132667","2030","ruralPop",0.000362972149025301
"132667","2040","totPop",348.293640138709
"132667","2040","ruralPop",0.000326421261633044
"132667","2050","totPop",351.813362699681
"132667","2050","ruralPop",0.000296232107331083
"132667","2060","totPop",350.650389289755
"132667","2060","ruralPop",0.000297214596084882
"132667","2070","totPop",345.863471001729
"132667","2070","ruralPop",0.000301328190334504
"132667","2080","totPop",337.649208522034
"132667","2080","ruralPop",0.000280598246961122
"132667","2090","totPop",328.051697061361
"132667","2090","ruralPop",0.000288807455799784
"132667","2100","totPop",317.892816562575
"132667","2100","ruralPop",0.000268232352968695
"132668","2000","totPop",185.0226819809
"132668","2000","ruralPop",1
"132668","2010","totPop",131.844940027543
"132668","2010","ruralPop",0.0078638452413906
"132668","2020","totPop",139.292930529376
"132668","2020","ruralPop",0.00755124033654986
"132668","2030","totPop",144.832591703232
"132668","2030","ruralPop",0.00459952959683913
"132668","2040","totPop",148.529033419541
"132668","2040","ruralPop",0.00448506111424199
"132668","2050","totPop",150.151867303945
"132668","2050","ruralPop",0.00443658679766835
"132668","2060","totPop",149.671028721457
"132668","2060","ruralPop",0.00445083993753849
"132668","2070","totPop",147.562347495448
"132668","2070","ruralPop",0.00451444260980034
"132668","2080","totPop",144.121350093851
"132668","2080","ruralPop",0.00458747475008243
"132668","2090","totPop",140.079297062645
"132668","2090","ruralPop",0.00471984845988809
"132668","2100","totPop",135.741732345009
"132668","2100","ruralPop",0.00487066904983138
"132669","2000","totPop",1.81363392358097
"132669","2000","ruralPop",1
"132669","2010","totPop",1.20889601334063
"132669","2010","ruralPop",1
"132669","2020","totPop",1.20889601334063
"132669","2020","ruralPop",1
"132669","2030","totPop",1.20889601334063
"132669","2030","ruralPop",1
"132669","2040","totPop",1.20889601334063
"132669","2040","ruralPop",1
"132669","2050","totPop",1.20889601334063
"132669","2050","ruralPop",1
"132669","2060","totPop",1.20889601334063
"132669","2060","ruralPop",1
"132669","2070","totPop",1.20889601334063
"132669","2070","ruralPop",1
"132669","2080","totPop",1.20889601334063
"132669","2080","ruralPop",1
"132669","2090","totPop",1.20889601334063
"132669","2090","ruralPop",1
"132669","2100","totPop",1.20889601334063
"132669","2100","ruralPop",1
"132670","2000","totPop",2.5089499666976
"132670","2000","ruralPop",1
"132670","2010","totPop",1.73231261538255
"132670","2010","ruralPop",1
"132670","2020","totPop",1.74440977620975
"132670","2020","ruralPop",1
"132670","2030","totPop",1.74440977620975
"132670","2030","ruralPop",1
"132670","2040","totPop",1.88957562307145
"132670","2040","ruralPop",1
"132670","2050","totPop",1.8992533517332
"132670","2050","ruralPop",1
"132670","2060","totPop",1.88957562307145
"132670","2060","ruralPop",1
"132670","2070","totPop",1.88957562307145
"132670","2070","ruralPop",1
"132670","2080","totPop",1.74440977620975
"132670","2080","ruralPop",1
"132670","2090","totPop",1.74440977620975
"132670","2090","ruralPop",1
"132670","2100","totPop",1.73231261538255
"132670","2100","ruralPop",1
"132671","2000","totPop",4.29707522644052
"132671","2000","ruralPop",1
"132671","2010","totPop",3.06933944745751
"132671","2010","ruralPop",1
"132671","2020","totPop",3.06933944745751
"132671","2020","ruralPop",1
"132671","2030","totPop",3.06933944745751
"132671","2030","ruralPop",1
"132671","2040","totPop",3.68320733694902
"132671","2040","ruralPop",1
"132671","2050","totPop",3.68320733694902
"132671","2050","ruralPop",1
"132671","2060","totPop",3.68320733694902
"132671","2060","ruralPop",1
"132671","2070","totPop",3.68320733694902
"132671","2070","ruralPop",1
"132671","2080","totPop",3.06933944745751
"132671","2080","ruralPop",1
"132671","2090","totPop",3.06933944745751
"132671","2090","ruralPop",1
"132671","2100","totPop",3.06933944745751
"132671","2100","ruralPop",1
"132672","2000","totPop",4.32769959582377
"132672","2000","ruralPop",1
"132672","2010","totPop",3.09121399701698
"132672","2010","ruralPop",1
"132672","2020","totPop",3.09121399701698
"132672","2020","ruralPop",1
